,census_tract,DP05_0070E_x,DP05_0070PE,DP05_0071E_x,DP05_0071PE,DP05_0077E_x,DP05_0077PE,DP05_0078E_x,DP05_0078PE,DP05_0079E_x,DP05_0079PE,DP05_0080E_x,DP05_0080PE,DP05_0081E_x,DP05_0081PE,DP05_0082E_x,DP05_0082PE,DP05_0083E_x,DP05_0083PE,entropy_index,DP05_0070E_y,DP05_0071E_y,DP05_0077E_y,DP05_0078E_y,DP05_0079E_y,DP05_0080E_y,DP05_0081E_y,DP05_0082E_y,DP05_0083E_y,totalpop,prop_white,prop_black,prop_asian,prop_hisp,prop_nhopi,prop_aian,prop_multir,other,prop_other
74,1001005301,5118,5118,486,9.5,3880,75.8,122,2.4,0,0.0,585,11.4,0,0.0,0,0.0,45,0.9,0.8155528371001098,5118,486,3880,122,1,585,1,1,45,5121,0.7576645186487014,0.02382347197812927,0.11423550087873462,0.09490333919156414,0.00019527436047646945,0.00019527436047646945,0.008787346221441126,0.008787346221441126,0.00019527436047646945
75,1001005500,6609,6609,661,10.0,4867,73.6,433,6.6,0,0.0,516,7.8,0,0.0,0,0.0,132,2.0,0.9141123649519111,6609,661,4867,433,1,516,1,1,132,6612,0.7360859044162129,0.06548699334543255,0.0780399274047187,0.0999697519661222,0.00015124016938898973,0.00015124016938898973,0.019963702359346643,0.019963702359346643,0.00015124016938898973
76,1001005600,6773,6773,935,13.8,4295,63.4,332,4.9,15,0.2,997,14.7,0,0.0,61,0.9,138,2.0,1.0862044120833183,6773,935,4295,332,15,997,1,61,138,6774,0.6340419250073812,0.04901092412164157,0.14718039563035135,0.1380277531739002,0.00014762326542663124,0.0022143489813994687,0.02037201062887511,0.02037201062887511,0.009005019191024505
77,1001005800,3656,3656,413,11.3,2165,59.2,385,10.5,0,0.0,622,17.0,0,0.0,0,0.0,71,1.9,1.1758643354871916,3656,413,2165,385,1,622,1,1,71,3659,0.5916917190489205,0.1052200054659743,0.16999180103853512,0.11287236949986335,0.00027329871549603714,0.00027329871549603714,0.01940420880021864,0.01940420880021864,0.00027329871549603714
78,1001005900,2511,2511,215,8.6,1276,50.8,563,22.4,0,0.0,325,12.9,0,0.0,35,1.4,97,3.9,1.2860043852879004,2511,215,1276,563,1,325,1,35,97,2513,0.5077596498209311,0.2240350179068842,0.1293274970155193,0.08555511341026661,0.0003979307600477517,0.0003979307600477517,0.038599283724631915,0.038599283724631915,0.013927576601671309
79,1001006202,58,58,0,0.0,58,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.4870013947942839,58,1,58,1,1,1,1,1,1,65,0.8923076923076924,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385
80,1001006400,2834,2834,55,1.9,550,19.4,2160,76.2,0,0.0,22,0.8,0,0.0,0,0.0,47,1.7,0.7132962616095669,2834,55,550,2160,1,22,1,1,47,2837,0.19386676066267183,0.7613676418752203,0.007754670426506873,0.019386676066267185,0.00035248501938667606,0.00035248501938667606,0.016566795911173774,0.016566795911173774,0.00035248501938667606
81,1001006500,3010,3010,603,20.0,1986,66.0,355,11.8,0,0.0,16,0.5,0,0.0,3,0.1,47,1.6,0.9466979953344596,3010,603,1986,355,1,16,1,3,47,3012,0.6593625498007968,0.11786188579017265,0.005312084993359893,0.20019920318725098,0.00033200531208499334,0.00033200531208499334,0.015604249667994688,0.015604249667994688,0.00099601593625498
82,1001006600,1996,1996,64,3.2,1670,83.7,28,1.4,0,0.0,98,4.9,0,0.0,0,0.0,136,6.8,0.6584887300180181,1996,64,1670,28,1,98,1,1,136,1999,0.8354177088544272,0.014007003501750876,0.04902451225612806,0.032016008004002,0.0005002501250625312,0.0005002501250625312,0.06803401700850426,0.06803401700850426,0.0005002501250625312
83,1001006700,4424,4424,271,6.1,3372,76.2,477,10.8,0,0.0,220,5.0,0,0.0,18,0.4,66,1.5,0.8340344995461673,4424,271,3372,477,1,220,1,18,66,4426,0.7618617261635788,0.10777225485765929,0.04970628106642567,0.06122910076818798,0.00022593764121102577,0.00022593764121102577,0.0149118843199277,0.0149118843199277,0.004066877541798464
84,1001006801,2454,2454,171,7.0,1239,50.5,771,31.4,0,0.0,134,5.5,0,0.0,10,0.4,129,5.3,1.2142234815445014,2454,171,1239,771,1,134,1,10,129,2456,0.5044788273615635,0.31392508143322473,0.05456026058631922,0.06962540716612378,0.00040716612377850165,0.00040716612377850165,0.05252442996742671,0.05252442996742671,0.004071661237785016
85,1001006802,2578,2578,99,3.8,1715,66.5,651,25.3,0,0.0,43,1.7,0,0.0,0,0.0,70,2.7,0.9162566541652745,2578,99,1715,651,1,43,1,1,70,2581,0.6644711352189074,0.2522278186749322,0.01666020922123208,0.038357225881441304,0.0003874467260751647,0.0003874467260751647,0.027121270825261525,0.027121270825261525,0.0003874467260751647
86,1001006804,2800,2800,218,7.8,246,8.8,2250,80.4,27,1.0,7,0.3,0,0.0,0,0.0,52,1.9,0.7249603991872571,2800,218,246,2250,27,7,1,1,52,2802,0.08779443254817987,0.8029978586723768,0.0024982155603140615,0.07780157030692363,0.00035688793718772306,0.009635974304068522,0.018558172733761598,0.018558172733761598,0.00035688793718772306
87,1001006900,2699,2699,118,4.4,1978,73.3,424,15.7,0,0.0,23,0.9,0,0.0,0,0.0,156,5.8,0.8667623470107387,2699,118,1978,424,1,23,1,1,156,2702,0.7320503330866025,0.15692079940784603,0.008512213175425611,0.043671354552183565,0.0003700962250185048,0.0003700962250185048,0.05773501110288675,0.05773501110288675,0.0003700962250185048
88,1001007000,2444,2444,242,9.9,2019,82.6,77,3.2,0,0.0,44,1.8,0,0.0,0,0.0,62,2.5,0.668046231642544,2444,242,2019,77,1,44,1,1,62,2447,0.825091949325705,0.03146710257458112,0.01798120147118921,0.09889660809154066,0.0004086636697997548,0.0004086636697997548,0.025337147527584796,0.025337147527584796,0.0004086636697997548
89,1001007100,3369,3369,244,7.2,1122,33.3,1747,51.9,0,0.0,146,4.3,0,0.0,0,0.0,110,3.3,1.14928458878777,3369,244,1122,1747,1,146,1,1,110,3372,0.33274021352313166,0.5180901542111507,0.04329774614472123,0.07236061684460261,0.0002965599051008304,0.0002965599051008304,0.03262158956109134,0.03262158956109134,0.0002965599051008304
90,1001007200,6827,6827,409,6.0,4426,64.8,1410,20.7,0,0.0,335,4.9,0,0.0,0,0.0,247,3.6,1.0459509799642992,6827,409,4426,1410,1,335,1,1,247,6830,0.6480234260614934,0.20644216691068815,0.04904831625183016,0.059882869692532946,0.00014641288433382137,0.00014641288433382137,0.03616398243045388,0.03616398243045388,0.00014641288433382137
91,1001007301,4803,4803,992,20.7,2425,50.5,961,20.0,5,0.1,138,2.9,0,0.0,0,0.0,282,5.9,1.2700033449084611,4803,992,2425,961,5,138,1,1,282,4805,0.5046826222684704,0.2,0.028720083246618105,0.2064516129032258,0.0002081165452653486,0.001040582726326743,0.058688865764828305,0.058688865764828305,0.0002081165452653486
92,1001007304,4245,4245,128,3.0,59,1.4,4037,95.1,0,0.0,0,0.0,0,0.0,0,0.0,21,0.5,0.24566676078137376,4245,128,59,4037,1,1,1,1,21,4249,0.013885620145916686,0.9501059072722994,0.0002353494939985879,0.03012473523181925,0.0002353494939985879,0.0002353494939985879,0.004942339373970346,0.004942339373970346,0.0002353494939985879
93,1001007401,1721,1721,43,2.5,58,3.4,1547,89.9,0,0.0,46,2.7,0,0.0,27,1.6,0,0.0,0.4130460882047373,1721,43,58,1547,1,46,1,27,1,1724,0.033642691415313224,0.8973317865429234,0.02668213457076566,0.02494199535962877,0.000580046403712297,0.000580046403712297,0.000580046403712297,0.000580046403712297,0.015661252900232018
94,1001007403,2805,2805,41,1.5,36,1.3,2674,95.3,0,0.0,0,0.0,0,0.0,54,1.9,0,0.0,0.17573045965290307,2805,41,36,2674,1,1,1,54,1,2809,0.012815948736205056,0.9519401922392311,0.000355998576005696,0.014595941616233536,0.000355998576005696,0.000355998576005696,0.000355998576005696,0.000355998576005696,0.019223923104307584
95,1001007404,4061,4061,394,9.7,85,2.1,3453,85.0,0,0.0,8,0.2,0,0.0,103,2.5,18,0.4,0.4857898515833428,4061,394,85,3453,1,8,1,103,18,4063,0.02092050209205021,0.8498646320452867,0.0019689884321929607,0.09697268028550332,0.0002461235540241201,0.0002461235540241201,0.004430223972434162,0.004430223972434162,0.02535072606448437
96,1001007406,3809,3809,296,7.8,3,0.1,3397,89.2,0,0.0,0,0.0,0,0.0,79,2.1,34,0.9,0.35535929810527506,3809,296,3,3397,1,1,1,79,34,3812,0.0007869884575026233,0.8911332633788038,0.00026232948583420777,0.0776495278069255,0.00026232948583420777,0.00026232948583420777,0.008919202518363064,0.008919202518363064,0.020724029380902412
97,1001007407,3234,3234,70,2.2,72,2.2,3046,94.2,0,0.0,18,0.6,0,0.0,0,0.0,28,0.9,0.2997417854066798,3234,70,72,3046,1,18,1,1,28,3237,0.022242817423540315,0.9409947482236639,0.005560704355885079,0.02162496138399753,0.00030892801977139327,0.00030892801977139327,0.008649984553599012,0.008649984553599012,0.00030892801977139327
98,1001007408,3193,3193,9,0.3,94,2.9,2924,91.6,72,2.3,0,0.0,0,0.0,94,2.9,0,0.0,0.2946546941299781,3193,9,94,2924,72,1,1,94,1,3196,0.029411764705882353,0.9148936170212766,0.00031289111389236547,0.002816020025031289,0.00031289111389236547,0.02252816020025031,0.00031289111389236547,0.00031289111389236547,0.029411764705882353
99,1001007409,4405,4405,243,5.5,10,0.2,3965,90.0,0,0.0,44,1.0,0,0.0,0,0.0,143,3.2,0.4298599986060089,4405,243,10,3965,1,44,1,1,143,4408,0.002268602540834846,0.8995009074410163,0.009981851179673321,0.055127041742286755,0.00022686025408348456,0.00022686025408348456,0.0324410163339383,0.0324410163339383,0.00022686025408348456
100,1001007502,5933,5933,0,0.0,47,0.8,5858,98.7,0,0.0,0,0.0,0,0.0,9,0.2,19,0.3,0.07576181900539102,5933,1,47,5858,1,1,1,9,19,5937,0.007916456122620852,0.9866936163045309,0.0001684352366515075,0.0001684352366515075,0.0001684352366515075,0.0001684352366515075,0.0032002694963786426,0.0032002694963786426,0.0015159171298635675
101,1001007503,2619,2619,107,4.1,240,9.2,2261,86.3,0,0.0,0,0.0,0,0.0,0,0.0,11,0.4,0.5092948343500453,2619,107,240,2261,1,1,1,1,11,2623,0.09149828440716737,0.8619900876858559,0.0003812428516965307,0.040792985131528785,0.0003812428516965307,0.0003812428516965307,0.0041936713686618375,0.0041936713686618375,0.0003812428516965307
102,1001007504,2999,2999,16,0.5,13,0.4,2951,98.4,19,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0.10864894466278532,2999,16,13,2951,19,1,1,1,1,3003,0.004329004329004329,0.9826839826839827,0.000333000333000333,0.005328005328005328,0.000333000333000333,0.006327006327006327,0.000333000333000333,0.000333000333000333,0.000333000333000333
103,1001007601,5162,5162,148,2.9,354,6.9,4596,89.0,0,0.0,11,0.2,0,0.0,0,0.0,53,1.0,0.45276390986604453,5162,148,354,4596,1,11,1,1,53,5165,0.06853823814133592,0.8898354307841239,0.0021297192642787998,0.028654404646660213,0.0001936108422071636,0.0001936108422071636,0.01026137463697967,0.01026137463697967,0.0001936108422071636
104,1001007603,4214,4214,83,2.0,174,4.1,3902,92.6,0,0.0,15,0.4,0,0.0,0,0.0,40,0.9,0.34888202239688726,4214,83,174,3902,1,15,1,1,40,4217,0.041261560350960395,0.9253023476405027,0.0035570310647379654,0.01968223855821674,0.00023713540431586437,0.00023713540431586437,0.009485416172634575,0.009485416172634575,0.00023713540431586437
105,1001007604,4189,4189,147,3.5,279,6.7,3481,83.1,43,1.0,59,1.4,0,0.0,19,0.5,161,3.8,0.686184308135892,4189,147,279,3481,43,59,1,19,161,4190,0.06658711217183771,0.8307875894988067,0.014081145584725537,0.035083532219570404,0.00023866348448687351,0.01026252983293556,0.03842482100238664,0.03842482100238664,0.004534606205250597
106,1001007605,4256,4256,328,7.7,204,4.8,3629,85.3,0,0.0,44,1.0,0,0.0,0,0.0,51,1.2,0.5835427788920515,4256,328,204,3629,1,44,1,1,51,4259,0.04789856773890585,0.852077952571026,0.010331063629960084,0.07701338342333881,0.00023479690068091102,0.00023479690068091102,0.011974641934726462,0.011974641934726462,0.00023479690068091102
107,1001007703,7050,7050,466,6.6,0,0.0,6501,92.2,28,0.4,44,0.6,0,0.0,0,0.0,11,0.2,0.3208513643403071,7050,466,1,6501,28,44,1,1,11,7053,0.0001417836381681554,0.9217354317311782,0.006238480079398838,0.06607117538636041,0.0001417836381681554,0.003969941868708351,0.0015596200198497094,0.0015596200198497094,0.0001417836381681554
108,1001007707,4748,4748,74,1.6,52,1.1,4560,96.0,0,0.0,0,0.0,0,0.0,0,0.0,62,1.3,0.2157591231561952,4748,74,52,4560,1,1,1,1,62,4752,0.010942760942760943,0.9595959595959596,0.00021043771043771043,0.015572390572390573,0.00021043771043771043,0.00021043771043771043,0.013047138047138047,0.013047138047138047,0.00021043771043771043
109,1001007708,3055,3055,0,0.0,0,0.0,2923,95.7,103,3.4,0,0.0,0,0.0,0,0.0,29,0.9,0.21255451962865565,3055,1,1,2923,103,1,1,1,29,3060,0.000326797385620915,0.9552287581699347,0.000326797385620915,0.000326797385620915,0.000326797385620915,0.03366013071895425,0.009477124183006535,0.009477124183006535,0.000326797385620915
110,1001007709,2410,2410,68,2.8,14,0.6,2210,91.7,17,0.7,0,0.0,0,0.0,0,0.0,101,4.2,0.38514227882303775,2410,68,14,2210,17,1,1,1,101,2413,0.005801906340654786,0.9158723580605056,0.0004144218814753419,0.02818068794032325,0.0004144218814753419,0.007045171985080812,0.04185661002900953,0.04185661002900953,0.0004144218814753419
111,1001007803,4354,4354,297,6.8,122,2.8,3812,87.6,0,0.0,10,0.2,0,0.0,21,0.5,92,2.1,0.49925185568180813,4354,297,122,3812,1,10,1,21,92,4356,0.02800734618916437,0.8751147842056933,0.002295684113865932,0.06818181818181818,0.0002295684113865932,0.0002295684113865932,0.021120293847566574,0.021120293847566574,0.0048209366391184574
112,1001007804,4220,4220,35,0.8,60,1.4,3926,93.0,0,0.0,14,0.3,0,0.0,0,0.0,185,4.4,0.32786855794075753,4220,35,60,3926,1,14,1,1,185,4223,0.014207909069381956,0.9296708501065594,0.0033151787828557895,0.008287946957139474,0.00023679848448969926,0.00023679848448969926,0.04380771963059436,0.04380771963059436,0.00023679848448969926
113,1001007806,2480,2480,1,0.0,74,3.0,2350,94.8,42,1.7,0,0.0,0,0.0,0,0.0,13,0.5,0.2627542264778408,2480,1,74,2350,42,1,1,1,13,2483,0.029802658074909383,0.9464357631896899,0.0004027386226339106,0.0004027386226339106,0.0004027386226339106,0.016915022150624244,0.005235602094240838,0.005235602094240838,0.0004027386226339106
114,1001007807,2298,2298,58,2.5,12,0.5,2179,94.8,0,0.0,0,0.0,0,0.0,0,0.0,49,2.1,0.26416035233561697,2298,58,12,2179,1,1,1,1,49,2302,0.005212858384013901,0.9465682015638576,0.0004344048653344917,0.02519548218940052,0.0004344048653344917,0.0004344048653344917,0.021285838401390096,0.021285838401390096,0.0004344048653344917
115,1001007808,4159,4159,55,1.3,11,0.3,4020,96.7,32,0.8,0,0.0,0,0.0,0,0.0,41,1.0,0.19333692768771768,4159,55,11,4020,32,1,1,1,41,4162,0.0026429601153291687,0.9658817876021144,0.0002402691013935608,0.013214800576645843,0.0002402691013935608,0.0076886112445939455,0.009851033157135992,0.009851033157135992,0.0002402691013935608
116,1001007809,3111,3111,67,2.2,0,0.0,2972,95.5,0,0.0,9,0.3,0,0.0,0,0.0,63,2.0,0.23094867358476245,3111,67,1,2972,1,9,1,1,63,3115,0.00032102728731942215,0.9540930979133226,0.0028892455858747996,0.021508828250401284,0.00032102728731942215,0.00032102728731942215,0.020224719101123594,0.020224719101123594,0.00032102728731942215
117,1001007901,4692,4692,268,5.7,977,20.8,3236,69.0,0,0.0,34,0.7,0,0.0,84,1.8,93,2.0,0.863552685672435,4692,268,977,3236,1,34,1,84,93,4694,0.20813804857264592,0.6893907115466553,0.007243289305496378,0.057094162760971456,0.00021303792074989347,0.00021303792074989347,0.019812526629740094,0.019812526629740094,0.017895185342991053
118,1001007903,2002,2002,102,5.1,438,21.9,1378,68.8,7,0.3,44,2.2,0,0.0,4,0.2,29,1.4,0.9101071293171578,2002,102,438,1378,7,44,1,4,29,2003,0.21867199201198204,0.6879680479281078,0.02196704942586121,0.0509236145781328,0.0004992511233150275,0.003494757863205192,0.014478282576135796,0.014478282576135796,0.00199700449326011
119,1001008001,3144,3144,142,4.5,1955,62.2,828,26.3,0,0.0,69,2.2,0,0.0,12,0.4,138,4.4,1.012849024189503,3144,142,1955,828,1,69,1,12,138,3146,0.6214240305149396,0.26319135410044503,0.021932612841703752,0.04513668150031786,0.0003178639542275906,0.0003178639542275906,0.043865225683407505,0.043865225683407505,0.003814367450731087
120,1001008002,3397,3397,270,7.9,2333,68.7,692,20.4,0,0.0,66,1.9,0,0.0,0,0.0,36,1.1,0.9130517399243253,3397,270,2333,692,1,66,1,1,36,3400,0.6861764705882353,0.20352941176470588,0.019411764705882354,0.07941176470588235,0.0002941176470588235,0.0002941176470588235,0.010588235294117647,0.010588235294117647,0.0002941176470588235
121,1001008100,3374,3374,283,8.4,2545,75.4,310,9.2,5,0.1,126,3.7,0,0.0,24,0.7,81,2.4,0.8643143723841606,3374,283,2545,310,5,126,1,24,81,3375,0.7540740740740741,0.09185185185185185,0.037333333333333336,0.08385185185185186,0.0002962962962962963,0.0014814814814814814,0.024,0.024,0.0071111111111111115
122,1001008200,3172,3172,302,9.5,2441,77.0,248,7.8,0,0.0,107,3.4,0,0.0,0,0.0,74,2.3,0.8319971134618469,3172,302,2441,248,1,107,1,1,74,3175,0.7688188976377953,0.07811023622047245,0.033700787401574804,0.09511811023622047,0.00031496062992125983,0.00031496062992125983,0.023307086614173227,0.023307086614173227,0.00031496062992125983
123,1001008301,2601,2601,152,5.8,2083,80.1,269,10.3,0,0.0,56,2.2,0,0.0,0,0.0,41,1.6,0.7328812364899394,2601,152,2083,269,1,56,1,1,41,2604,0.7999231950844854,0.1033026113671275,0.021505376344086023,0.05837173579109063,0.00038402457757296467,0.00038402457757296467,0.01574500768049155,0.01574500768049155,0.00038402457757296467
124,1001008302,2946,2946,278,9.4,2001,67.9,401,13.6,2,0.1,144,4.9,0,0.0,10,0.3,110,3.7,1.034881308824363,2946,278,2001,401,2,144,1,10,110,2947,0.6789955887343061,0.13607058025110283,0.04886325076348829,0.09433322022395657,0.00033932813030200206,0.0006786562606040041,0.037326094333220226,0.037326094333220226,0.0033932813030200203
125,1001008402,2333,2333,159,6.8,1434,61.5,610,26.1,0,0.0,29,1.2,0,0.0,0,0.0,101,4.3,1.0300256132193315,2333,159,1434,610,1,29,1,1,101,2336,0.6138698630136986,0.2611301369863014,0.012414383561643835,0.06806506849315068,0.0004280821917808219,0.0004280821917808219,0.04323630136986301,0.04323630136986301,0.0004280821917808219
126,1001008410,1632,1632,72,4.4,892,54.7,528,32.4,4,0.2,77,4.7,0,0.0,3,0.2,56,3.4,1.1119481281727164,1632,72,892,528,4,77,1,3,56,1633,0.5462339252908757,0.32333129210042866,0.04715248009797918,0.04409063074096754,0.000612369871402327,0.002449479485609308,0.034292712798530314,0.034292712798530314,0.001837109614206981
127,1001008701,2539,2539,139,5.5,995,39.2,1299,51.2,0,0.0,84,3.3,0,0.0,0,0.0,22,0.9,1.0290861435819936,2539,139,995,1299,1,84,1,1,22,2542,0.3914240755310779,0.511014948859166,0.03304484657749803,0.05468135326514555,0.0003933910306845004,0.0003933910306845004,0.00865460267505901,0.00865460267505901,0.0003933910306845004
128,1001008702,3337,3337,325,9.7,1130,33.9,1651,49.5,0,0.0,160,4.8,0,0.0,9,0.3,62,1.9,1.166128698803429,3337,325,1130,1651,1,160,1,9,62,3339,0.33842467804731957,0.4944594189877209,0.04791853848457622,0.09733453129679545,0.0002994908655286014,0.0002994908655286014,0.018568433662773286,0.018568433662773286,0.0026954177897574125
129,1001008802,4419,4419,119,2.7,1131,25.6,3035,68.7,10,0.2,80,1.8,0,0.0,0,0.0,44,1.0,0.8384480671443258,4419,119,1131,3035,10,80,1,1,44,4421,0.25582447410088216,0.686496267812712,0.018095453517303777,0.02691698710698937,0.00022619316896629722,0.002261931689662972,0.009952499434517077,0.009952499434517077,0.00022619316896629722
130,1001008803,3312,3312,485,14.6,716,21.6,1917,57.9,0,0.0,74,2.2,10,0.3,21,0.6,89,2.7,1.130971035185948,3312,485,716,1917,1,74,10,21,89,3313,0.21611832176275278,0.5786296408089345,0.022336251131904617,0.14639299728342892,0.003018412315122246,0.00030184123151222455,0.026863869604587986,0.026863869604587986,0.006338665861756716
131,1001008804,2648,2648,246,9.3,312,11.8,1937,73.1,43,1.6,33,1.2,0,0.0,0,0.0,77,2.9,0.9288993946933991,2648,246,312,1937,43,33,1,1,77,2650,0.11773584905660377,0.7309433962264151,0.012452830188679246,0.09283018867924528,0.0003773584905660377,0.016226415094339624,0.029056603773584905,0.029056603773584905,0.0003773584905660377
132,1001008903,3300,3300,157,4.8,479,14.5,2564,77.7,0,0.0,44,1.3,0,0.0,0,0.0,56,1.7,0.7529745355771437,3300,157,479,2564,1,44,1,1,56,3303,0.1450196790796246,0.7762640024220405,0.013321223130487435,0.04753254617014835,0.0003027550711474417,0.0003027550711474417,0.016954283984256736,0.016954283984256736,0.0003027550711474417
133,1001008904,4237,4237,417,9.8,281,6.6,3476,82.0,0,0.0,18,0.4,0,0.0,0,0.0,45,1.1,0.6462106846698368,4237,417,281,3476,1,18,1,1,45,4240,0.06627358490566038,0.819811320754717,0.0042452830188679245,0.09834905660377359,0.0002358490566037736,0.0002358490566037736,0.01061320754716981,0.01061320754716981,0.0002358490566037736
134,1001009000,3798,3798,311,8.2,319,8.4,3013,79.3,0,0.0,47,1.2,74,1.9,34,0.9,0,0.0,0.7322045997125093,3798,311,319,3013,1,47,74,34,1,3800,0.08394736842105263,0.7928947368421052,0.012368421052631579,0.0818421052631579,0.019473684210526317,0.0002631578947368421,0.0002631578947368421,0.0002631578947368421,0.008947368421052631
135,1001009102,4821,4821,346,7.2,420,8.7,3841,79.7,20,0.4,104,2.2,0,0.0,0,0.0,90,1.9,0.7644154398668815,4821,346,420,3841,20,104,1,1,90,4823,0.08708272859216255,0.7963922869583246,0.0215633423180593,0.07173958117354344,0.00020733982998133942,0.004146796599626789,0.018660584698320548,0.018660584698320548,0.00020733982998133942
136,1001009201,3213,3213,361,11.2,1597,49.7,976,30.4,0,0.0,127,4.0,0,0.0,0,0.0,152,4.7,1.2318806605302322,3213,361,1597,976,1,127,1,1,152,3216,0.49657960199004975,0.3034825870646766,0.03949004975124378,0.11225124378109452,0.0003109452736318408,0.0003109452736318408,0.0472636815920398,0.0472636815920398,0.0003109452736318408
137,1001009203,3031,3031,292,9.6,534,17.6,2019,66.6,19,0.6,9,0.3,0,0.0,7,0.2,151,5.0,1.0030915392994393,3031,292,534,2019,19,9,1,7,151,3032,0.17612137203166228,0.6658970976253298,0.002968337730870712,0.09630606860158311,0.00032981530343007914,0.006266490765171504,0.049802110817941954,0.049802110817941954,0.002308707124010554
138,1001009204,2895,2895,285,9.8,293,10.1,2257,78.0,11,0.4,0,0.0,0,0.0,0,0.0,49,1.7,0.7501122685580508,2895,285,293,2257,11,1,1,1,49,2898,0.10110420979986197,0.7788129744651484,0.0003450655624568668,0.09834368530020704,0.0003450655624568668,0.003795721187025535,0.016908212560386472,0.016908212560386472,0.0003450655624568668
139,1001009301,3512,3512,180,5.1,1432,40.8,1558,44.4,0,0.0,179,5.1,0,0.0,11,0.3,152,4.3,1.1707951227712052,3512,180,1432,1558,1,179,1,11,152,3514,0.40751280591918043,0.4433693796243597,0.050939100739897554,0.05122367672168469,0.0002845759817871372,0.0002845759817871372,0.043255549231644846,0.043255549231644846,0.003130335799658509
140,1001009302,1565,1565,254,16.2,454,29.0,834,53.3,0,0.0,6,0.4,0,0.0,0,0.0,17,1.1,1.069258733330054,1565,254,454,834,1,6,1,1,17,1568,0.2895408163265306,0.5318877551020408,0.003826530612244898,0.16198979591836735,0.0006377551020408163,0.0006377551020408163,0.010841836734693877,0.010841836734693877,0.0006377551020408163
141,1001009400,5135,5135,150,2.9,834,16.2,3869,75.3,31,0.6,86,1.7,0,0.0,26,0.5,139,2.7,0.8104463043807901,5135,150,834,3869,31,86,1,26,139,5136,0.16238317757009346,0.753309968847352,0.01674454828660436,0.029205607476635514,0.00019470404984423675,0.006035825545171339,0.02706386292834891,0.02706386292834891,0.0050623052959501555
142,1001009501,7368,7368,1986,27.0,1830,24.8,3203,43.5,15,0.2,234,3.2,4,0.1,0,0.0,96,1.3,1.2442367855981575,7368,1986,1830,3203,15,234,4,1,96,7369,0.2483376306147374,0.43465870538743384,0.031754647849097574,0.26950739584746913,0.000542814493146967,0.0020355543493011264,0.013027547835527209,0.013027547835527209,0.00013570362328674176
143,1001009503,3182,3182,56,1.8,800,25.1,2242,70.5,0,0.0,38,1.2,0,0.0,0,0.0,46,1.4,0.7843148891884311,3182,56,800,2242,1,38,1,1,46,3185,0.25117739403453687,0.7039246467817897,0.011930926216640502,0.017582417582417582,0.0003139717425431711,0.0003139717425431711,0.014442700156985872,0.014442700156985872,0.0003139717425431711
144,1001009504,3424,3424,498,14.5,1073,31.3,1603,46.8,0,0.0,192,5.6,0,0.0,0,0.0,58,1.7,1.2345275451027875,3424,498,1073,1603,1,192,1,1,58,3427,0.31310183834257366,0.4677560548584768,0.05602567843594981,0.14531660344324482,0.0002918004085205719,0.0002918004085205719,0.016924423694193173,0.016924423694193173,0.0002918004085205719
145,1001009505,3721,3721,347,9.3,425,11.4,2834,76.2,19,0.5,27,0.7,0,0.0,9,0.2,60,1.6,0.807946087906351,3721,347,425,2834,19,27,1,9,60,3722,0.11418592154755508,0.7614185921547555,0.007254164427727029,0.09322944653412144,0.00026867275658248256,0.005104782375067168,0.016120365394948953,0.016120365394948953,0.0024180548092423426
146,1001009507,1991,1991,411,20.6,80,4.0,1465,73.6,0,0.0,3,0.2,0,0.0,0,0.0,32,1.6,0.7647582115228163,1991,411,80,1465,1,3,1,1,32,1994,0.04012036108324975,0.734704112337011,0.0015045135406218655,0.20611835506519557,0.0005015045135406219,0.0005015045135406219,0.0160481444332999,0.0160481444332999,0.0005015045135406219
147,1001009508,3754,3754,406,10.8,273,7.3,2857,76.1,69,1.8,50,1.3,0,0.0,0,0.0,99,2.6,0.8680844289465275,3754,406,273,2857,69,50,1,1,99,3756,0.07268370607028754,0.7606496272630457,0.013312034078807242,0.1080937167199148,0.00026624068157614486,0.018370607028753993,0.026357827476038338,0.026357827476038338,0.00026624068157614486
148,1001009509,3412,3412,285,8.4,328,9.6,2633,77.2,0,0.0,0,0.0,0,0.0,80,2.3,86,2.5,0.7326513090126385,3412,285,328,2633,1,1,1,80,86,3415,0.09604685212298682,0.7710102489019034,0.00029282576866764275,0.08345534407027819,0.00029282576866764275,0.00029282576866764275,0.025183016105417278,0.025183016105417278,0.02342606149341142
149,1001009601,2352,2352,27,1.1,62,2.6,2259,96.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,0.20796828036342008,2352,27,62,2259,1,1,1,1,4,2356,0.02631578947368421,0.9588285229202037,0.00042444821731748726,0.011460101867572157,0.00042444821731748726,0.00042444821731748726,0.001697792869269949,0.001697792869269949,0.00042444821731748726
150,1001009602,3793,3793,224,5.9,77,2.0,3395,89.5,0,0.0,13,0.3,0,0.0,31,0.8,53,1.4,0.4291902517997459,3793,224,77,3395,1,13,1,31,53,3795,0.020289855072463767,0.8945981554677207,0.0034255599472990776,0.05902503293807641,0.00026350461133069827,0.00026350461133069827,0.01396574440052701,0.01396574440052701,0.008168642951251647
