,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite_x,TractBlack_x,TractAsian_x,TractNHOPI_x,TractAIAN_x,TractOMultir_x,TractHispanic_x,TractHUNV,TractSNAP,TractWhite_y,TractBlack_y,TractAsian_y,TractNHOPI_y,TractAIAN_y,TractOMultir_y,TractHispanic_y,totalpop,prop_white,prop_black,prop_asian,prop_hisp,prop_nhopi,prop_aian,prop_multir,totalprop,entropy_index,Shape_Length,Shape_Area
11001002701,District of Columbia,District of Columbia,1,5233,2655,0,161,0.0307663,0,0,0,0,0,0,10.5,123681,0,0,0,0,0,0,0,0,0.0,146.0936831,0.0,0.0,9.727787532,0.0,146.0936831,0.027917769,9.727787532,0.001858931,25.65584518,0.004902703,13.11265232,0.002505762,124.75666100000001,0.023840371000000003,9.474157572000001,0.001810464,6.077578392,0.001161395,0.0,0.0,1.859558351,0.00035535199999999997,3.925728582,0.0007501869999999999,10.73906808,0.002052182,6.358879715,0.002395058,4.805266306,0.001809893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427,610,492,2828,1281,276,2,29,817,1269,1301,217,2828,1281,276,2,29,817,1269,6502,0.4349430944324823,0.19701630267609965,0.04244847739157182,0.19517071670255307,0.00030759766225776686,0.004460166102737619,0.12565364503229776,1.0,1.4224169646702003,3377.59081085591,450269.058831022
11001002702,District of Columbia,District of Columbia,1,5226,2311,0,19,0.0036357,0,0,0,0,0,0,7.4,119911,0,0,0,0,0,0,0,0,0.0,6.695096254,0.0,0.0,0.8585625290000001,0.0,6.695096254,0.001281113,0.8585625290000001,0.000164287,0.318814121,6.10054e-05,0.637628242,0.00012201100000000001,5.207297087,0.0009964210000000002,1.062713683,0.000203351,0.159407061,3.05027e-05,0.0,0.0,0.0,0.0,0.265678421,5.0837799999999996e-05,0.47822117799999997,9.15081e-05,0.40133768299999995,0.00017366400000000002,0.359924361,0.000155744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250,648,390,3439,699,205,1,48,834,1303,747,297,3439,699,205,1,48,834,1303,6529,0.5267269107060806,0.10706080563639149,0.031398376474192066,0.19957114412620616,0.00015316281206922958,0.00735181497932302,0.12773778526573748,1.0,1.3074972953395179,3697.6278047690203,505551.614962995
11001002801,District of Columbia,District of Columbia,1,3773,1646,0,43,0.011396799999999999,0,0,0,0,0,1,22.5,39349,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844,628,259,1241,1359,155,1,23,994,1382,878,311,1241,1359,155,1,23,994,1382,5155,0.24073714839961202,0.26362754607177497,0.030067895247332686,0.26808923375363725,0.00019398642095053346,0.0044616876818622695,0.19282250242483026,1.0,1.4957724238503667,1725.3228413476902,171893.394000542
11001002802,District of Columbia,District of Columbia,1,4277,1935,0,197,0.0460603,0,0,0,0,0,1,15.2,59531,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,709,369,1753,1069,181,2,51,1221,1843,1248,300,1753,1069,181,2,51,1221,1843,6120,0.286437908496732,0.17467320261437908,0.02957516339869281,0.3011437908496732,0.000326797385620915,0.008333333333333333,0.19950980392156864,1.0,1.4925495248010565,2102.60697174066,228014.332339413
11001002900,District of Columbia,District of Columbia,1,3962,1448,0,14,0.0035336,0,0,0,0,0,1,10.6,72829,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584,598,223,1606,1246,125,5,29,951,1370,744,222,1606,1246,125,5,29,951,1370,5332,0.30120030007501875,0.2336834208552138,0.023443360840210054,0.2569392348087022,0.0009377344336084021,0.005438859714928732,0.17835708927231808,1.0,1.4806850389455917,2357.39891722113,302332.611458249
11001003000,District of Columbia,District of Columbia,1,3398,1489,0,30,0.0088287,0,0,0,0,0,1,26.4,36995,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576,544,233,1376,1455,125,5,5,432,532,760,311,1376,1455,125,5,5,432,532,3930,0.35012722646310435,0.3702290076335878,0.031806615776081425,0.13536895674300253,0.001272264631043257,0.001272264631043257,0.1099236641221374,1.0,1.3753643576594285,1881.2235183922896,211914.85747916801
11001003100,District of Columbia,District of Columbia,1,2885,1009,0,29,0.010052,0,0,0,0,0,1,10.5,58580,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221,446,219,949,1086,101,0,18,731,1037,323,153,949,1086,101,1,18,731,1037,3923,0.24190670405302064,0.27682895743053787,0.02574560285495794,0.26433851644149886,0.0002549069589599796,0.004588325261279633,0.1863369869997451,1.0,1.484683308108257,2574.2554446549398,294776.24488345
11001003200,District of Columbia,District of Columbia,1,4913,1669,0,23,0.0046815,0,0,0,0,0,1,13.6,85453,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475,956,437,1114,2917,92,1,22,767,1188,595,265,1114,2917,92,1,22,767,1188,6101,0.1825930175381085,0.4781183412555319,0.015079495164727093,0.1947221766923455,0.00016390755613833797,0.0036059662350434356,0.12571709555810523,1.0,1.3275662604247527,3050.48104975274,444854.607448458
11001003301,District of Columbia,District of Columbia,1,3198,1405,0,0,0.0,0,0,0,0,1,0,10.8,150107,0,1,0,1,0,0,0,1,0.0,1982.053052,0.0,0.0,400.562696,0.0,1982.053052,0.619778941,400.562696,0.125254126,260.5954838,0.081487018,157.87817030000002,0.049367783,471.21012,0.147345253,1362.272535,0.42597640299999995,26.2453651,0.008206806,2.2072528,0.000690198,2.241495628,0.000700905,117.876281,0.036859375,67.41697527,0.02108098,183.5994407,0.130675759,47.57329647,0.033859997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,370,240,959,1998,62,4,7,168,125,415,85,959,1998,62,4,7,168,125,3323,0.288594643394523,0.6012639181462534,0.01865783930183569,0.03761661149563647,0.0012037315678603672,0.0021065302437556425,0.05055672585013542,0.9999999999999999,1.034170153285381,3304.15490719572,439610.90178309
11001003302,District of Columbia,District of Columbia,1,2134,887,0,21,0.0098407,0,0,0,0,0,0,14.7,131667,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567,278,129,735,1216,41,0,7,135,128,195,78,735,1216,41,1,7,135,128,2263,0.3247901016349978,0.5373398144056563,0.018117543084401236,0.05656208572691118,0.0004418912947414936,0.0030932390631904553,0.05965532479010163,1.0,1.1236095976431044,1890.7856223921601,198608.997138154
11001003400,District of Columbia,District of Columbia,1,4347,1025,0,2145,0.4934438,0,1,0,0,0,1,17.5,74635,0,1,0,1,0,0,0,0,0.0,1441.561607,0.0,0.0,468.0424397,0.0,1441.561607,0.331622178,468.0424397,0.10767021800000001,83.42360945,0.019191076,37.22017914,0.008562268,16.95184147,0.003899664,1352.170757,0.311058375,4.775560277,0.001098588,0.014693122,3.3800599999999998e-06,2.711360172,0.000623731,64.93739543,0.014938439,55.15384985,0.012687796000000001,75.33358913,0.073496185,20.00380427,0.019515907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917,350,186,576,3392,97,3,20,259,239,459,159,576,3392,97,3,20,259,239,4586,0.12559965111208024,0.7396423898822503,0.021151330135194067,0.05211513301351941,0.0006541648495420846,0.00436109899694723,0.056476232010466636,1.0,0.9099762182740728,4800.86593863745,1077532.99660087
11001003500,District of Columbia,District of Columbia,1,3740,964,0,1516,0.4053476,0,0,0,0,0,1,25.2,69861,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154,342,214,626,2681,106,0,14,313,371,519,295,626,2681,106,1,14,313,371,4112,0.1522373540856031,0.6519941634241245,0.025778210116731516,0.09022373540856031,0.00024319066147859923,0.003404669260700389,0.07611867704280155,1.0,1.0941735234832044,2982.4735584343102,381830.550236599
11001003600,District of Columbia,District of Columbia,1,4208,1987,0,99,0.023526599999999998,0,0,0,0,0,0,10.7,93542,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384,528,311,1773,1645,161,0,13,616,809,808,188,1773,1645,161,1,13,616,809,5018,0.35332801913112794,0.32781984854523716,0.03208449581506576,0.16121960940613791,0.00019928258270227183,0.0025906735751295338,0.12275807094459944,1.0,1.4123946084570234,2293.46528038609,305625.267934718
11001003700,District of Columbia,District of Columbia,1,5763,2401,0,702,0.12181159999999999,0,0,0,0,0,1,17.8,37690,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257,965,246,1915,2527,212,10,22,1077,1514,1279,305,1915,2527,212,10,22,1077,1514,7277,0.2631578947368421,0.3472584856396867,0.029132884430397143,0.20805276899821354,0.001374192661811186,0.003023223855984609,0.14800054967706472,1.0,1.4576079970036784,2297.04064353927,292311.980827426
11001003800,District of Columbia,District of Columbia,1,4614,2625,0,68,0.014737799999999999,0,0,0,0,0,0,10.6,145662,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,437,311,2884,825,261,1,22,621,935,1336,198,2884,825,261,1,22,621,935,5549,0.5197332852766264,0.1486754370156785,0.04703550189223284,0.16849882861776896,0.00018021265092809516,0.003964678320418093,0.11191205622634709,1.0,1.3359273678360135,2708.29507380276,355806.303173665
11001003900,District of Columbia,District of Columbia,1,4474,2806,0,43,0.009611100000000001,0,0,0,0,0,0,10.3,165625,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869,249,316,3285,563,225,4,21,376,553,1230,105,3285,563,225,4,21,376,553,5027,0.6534712552218023,0.11199522578078376,0.04475830515217824,0.11000596777402029,0.0007957032027053909,0.0041774418142033025,0.07479610105430674,1.0,1.1275710636130591,3408.08064364438,400964.56490771205
11001004001,District of Columbia,District of Columbia,1,3745,2305,0,0,0.0,0,0,0,0,0,0,2.9,233494,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,259,374,3237,139,162,8,5,194,345,740,17,3237,139,162,8,5,194,345,4090,0.7914425427872861,0.03398533007334963,0.03960880195599022,0.0843520782396088,0.0019559902200488996,0.0012224938875305623,0.04743276283618582,1.0,0.8015108584251656,2361.33536165059,275844.04841566604
11001004002,District of Columbia,District of Columbia,1,2797,1762,0,0,0.0,0,0,0,0,0,0,3.4,124750,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,143,207,2232,226,181,1,4,153,250,797,11,2232,226,181,1,4,153,250,3047,0.732523793895635,0.07417131604857237,0.05940269117164424,0.08204791598293404,0.0003281916639317361,0.0013127666557269445,0.05021332458155563,1.0,0.9553835701138953,2132.73491150418,196076.1888545
11001004100,District of Columbia,District of Columbia,1,2708,1494,0,60,0.0221566,0,0,0,0,0,0,6.0,198333,0,0,0,0,0,0,0,0,0.0,186.51844069999999,0.0,0.0,11.55888954,0.0,186.51844069999999,0.068876824,11.55888954,0.0042684229999999995,20.86399424,0.007704577,47.29091963,0.017463412,157.0075115,0.05797914,8.765957095,0.003237059,18.74390234,0.006921676999999999,0.075656645,2.7938200000000003e-05,0.0,0.0,1.92541898,0.0007110110000000001,16.29947566,0.0060190090000000005,15.85942313,0.01061541,0.36666632899999996,0.000245426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,226,454,2261,115,181,3,9,139,259,461,6,2261,115,181,3,9,139,259,2967,0.7620492079541624,0.03875968992248062,0.06100438153016515,0.08729356252106504,0.0010111223458038423,0.003033367037411527,0.04684866868891136,0.9999999999999999,0.8845040891183398,3872.4981782440505,816933.062280377
