the_geom,cartodb_id,objectid,fid_grocer,fid_groc_1,facilityid,fid_pov_ac,geoid,first_tota,first_unde,first_over,poparea,shape_leng,partpop,partunder1,partover18,partarea,arearatio,groceryacc,fid_wardpl,ward,name,shape_le_1,shape_ar_1,wrdprtarea,areartio2,partpop2,prtovr185,prtund185,percentund185,shapearea,shapelen
,115,61,60,-1,0,61,110010013013,1464,111,1353,203539.024128,2683.95738263,1370,104,1267,190536.596138,0.93611826,false,7,3,Ward 3,28342.1673132,28320779.7089,190537,1,1370,1267,104,0.07591241,190536.609325727,2683.9575426732
,116,175,169,-1,0,231,110010066001,1904,111,1793,283324.208522,2102.56872475,529,31,498,78703.069089,0.27778448,false,2,6,Ward 6,24157.9774348,16064916.7222,78703.1015625,1,529,498,31,0.05860113,78703.0742145,2102.56842383652
,117,176,170,-1,0,232,110010067001,1326,101,1225,145689.729595,476.45221077,16,1,14,1713.48054625,0.01176116,false,2,6,Ward 6,24157.9774348,16064916.7222,1713.47998047,1,16,14,1,0.0625,1713.47843860937,476.452357513036
,118,177,171,-1,0,233,110010067002,1425,41,1384,114820.026367,392.82337201,104,3,101,8383.15556444,0.07301127,false,2,6,Ward 6,24157.9774348,16064916.7222,8383.16015625,1,104,101,3,0.02884615,8383.15984328906,392.82346760382
,119,178,172,-1,0,234,110010067003,1382,74,1308,167758.702925,524.95814562,40,2,38,4908.09316673,0.02925686,false,2,6,Ward 6,24157.9774348,16064916.7222,4908.08984375,1,40,38,2,0.05,4908.090899625,524.95831906734
,120,179,173,-1,0,235,110010068011,1315,344,971,153837.917718,1651.68357155,1233,323,911,144294.128442,0.93796205,false,2,6,Ward 6,24157.9774348,16064916.7222,144291,1,1233,911,323,0.26196268,144290.712576234,1651.67703526811
,121,180,174,-1,0,236,110010068012,648,92,556,90733.6750233,1004.37923329,307,44,264,43027.7324809,0.4742201,false,2,6,Ward 6,24157.9774348,16064916.7222,43027.69921875,1,307,264,44,0.14332248,43027.7148056172,1004.37925821251
,122,181,175,-1,0,237,110010068021,911,92,819,104539.574743,123.48617575,3,0,3,395.47594705,0.00378303,false,2,6,Ward 6,24157.9774348,16064916.7222,394.62701416,1,3,3,0,0,394.62773596875,123.486119900753
,123,182,176,-1,0,238,110010068022,1416,284,1132,173258.057748,275.63129608,17,3,14,2128.05525163,0.01228258,false,2,6,Ward 6,24157.9774348,16064916.7222,2127.82006836,1,17,14,3,0.17647059,2127.81909370313,275.631555407521
,124,183,177,-1,0,239,110010068041,131,127,4,600362.918608,13970.5358814,115,112,4,529000.496606,0.88113453,false,2,6,Ward 6,24157.9774348,16064916.7222,132027,0.249578,29,1,28,0.96551722,132026.741848594,4657.18303691848
,125,116,113,-1,0,115,110010023012,1596,408,1188,230750.026988,2329.98301465,1539,394,1146,222549.931698,0.9644633,false,8,4,Ward 4,25130.9943982,23314921.9682,222543,1,1539,1146,394,0.25601038,222543.348632742,2306.04827419753
,126,117,114,-1,0,116,110010023021,1425,401,1024,2006546.01486,7623.71481233,1411,397,1014,1987254.49139,0.99038571,false,6,5,Ward 5,22893.4048565,26910761.219,1987220,1,1411,1014,397,0.28136075,1987219.95786589,7623.73316584793
,127,118,115,-1,0,118,110010024002,1317,204,1113,214042.348137,661.47932208,148,23,125,24092.1672872,0.11255795,false,8,4,Ward 4,25130.9943982,23314921.9682,24092.19921875,1,148,125,23,0.1554054,24092.1736887266,661.479418263886
,128,119,116,-1,0,121,110010025011,1138,604,534,291453.092197,2001.30510993,316,167,148,80815.3072199,0.2772841,false,8,4,Ward 4,25130.9943982,23314921.9682,80815.296875,1,316,148,167,0.52848101,80815.2940748594,2001.30555874805
,129,120,117,-1,0,122,110010025012,1505,331,1174,227708.482817,2012.02180116,1481,326,1156,224128.547298,0.98427843,false,8,4,Ward 4,25130.9943982,23314921.9682,224129,1,1481,1156,326,0.22012153,224128.53947107,2012.02176793029
,130,121,118,-1,0,126,110010025024,1737,488,1249,119697.878192,2330.01236196,957,269,688,65979.7298123,0.55121888,false,8,4,Ward 4,25130.9943982,23314921.9682,65974.5,1,957,688,269,0.28108674,65974.4857293359,2329.9862945592
,131,122,119,-1,0,127,110010026001,1161,120,1041,383382.828754,3225.36242823,1161,120,1041,383382.83787,1.00000002,false,8,4,Ward 4,25130.9943982,23314921.9682,383383,1,1161,1041,120,0.10335917,383382.833579891,3225.36248303418
,132,123,120,-1,0,128,110010026002,1409,88,1321,600547.313342,4553.8529983,1409,88,1321,600547.359746,1.00000008,false,8,4,Ward 4,25130.9943982,23314921.9682,600547,1,1409,1321,88,0.06245564,600547.365816555,4553.85297205447
,133,124,122,-1,0,131,110010027013,1018,36,982,113263.674916,1372.66688797,416,15,401,46279.7968078,0.40860229,false,5,1,Ward 1,12925.3847744,6567940.96318,46279.80078125,1,416,401,15,0.03605769,46279.7815774375,1372.66676014295
,134,125,123,-1,0,132,110010027014,2071,1280,791,39474.523091,350.16059537,114,70,43,2169.81726619,0.05496754,false,5,1,Ward 1,12925.3847744,6567940.96318,2169.42993164,1,114,43,70,0.61403507,2169.43551739844,350.146095365078
,135,126,124,-1,0,135,110010027023,1952,387,1565,161654.256791,2483.93243338,253,50,203,20951.4166954,0.12960634,false,5,1,Ward 1,12925.3847744,6567940.96318,20055.80078125,0.95725298,242,194,48,0.19834711,20055.8109416953,1442.72129728626
,136,127,124,-1,0,135,110010027023,1952,387,1565,161654.256791,2483.93243338,253,50,203,20951.4166954,0.12960634,false,7,3,Ward 3,28342.1673132,28320779.7089,895.62298584,0.0427476,11,9,2,0.18181819,895.616990945313,1098.95076642091
,137,128,125,-1,0,137,110010028012,2774,1252,1522,105324.603414,886.56725468,1078,486,591,40914.3757706,0.38845981,false,5,1,Ward 1,12925.3847744,6567940.96318,40910.6015625,1,1078,591,486,0.45083487,40910.6411128437,886.559759730483
,138,129,127,-1,0,144,110010031001,3350,1191,2159,282137.6944,1844.81463609,454,161,292,38208.2039283,0.13542396,false,5,1,Ward 1,12925.3847744,6567940.96318,38208.19921875,1,454,292,161,0.35462555,38208.2185358906,1844.81524616908
,139,130,128,-1,0,145,110010032001,1015,239,776,93536.8123707,412.5505911,80,19,61,7407.27243013,0.07919099,false,5,1,Ward 1,12925.3847744,6567940.96318,7405.91015625,1,80,61,19,0.2375,7405.91578264062,412.513943563117
,140,131,129,-1,0,146,110010032002,1015,448,567,96642.8371882,1078.05606803,629,277,351,59857.1980689,0.61936507,false,5,1,Ward 1,12925.3847744,6567940.96318,59855.1015625,1,629,351,277,0.44038156,59855.0576734297,1078.04750727769
,141,132,130,-1,0,147,110010032003,1563,530,1033,126472.121747,1404.93336779,1521,516,1005,123102.241339,0.97335476,false,5,1,Ward 1,12925.3847744,6567940.96318,123100,1,1521,1005,516,0.3392505,123100.109338789,1404.92267952316
,142,133,131,-1,0,148,110010032004,1390,435,955,122307.973277,1552.69408436,1390,435,955,122307.976456,1.00000003,false,5,1,Ward 1,12925.3847744,6567940.96318,122118,1,1390,955,435,0.31294963,122117.60004768,1566.46606389674
,143,134,132,-1,0,149,110010033011,1417,237,1180,249714.186063,2397.38902326,1417,237,1180,249714.183446,0.99999999,false,6,5,Ward 5,22893.4048565,26910761.219,249710,1,1417,1180,237,0.16725476,249710.045624586,2397.38915712833
,144,135,133,-1,0,150,110010033012,1234,170,1064,105663.059926,1463.26321368,1234,170,1064,105663.050292,0.99999991,false,6,5,Ward 5,22893.4048565,26910761.219,105661,1,1234,1064,170,0.13776337,105660.707774523,1463.26222840619
,145,136,134,-1,0,151,110010033013,968,62,906,84233.6557945,1347.22522544,968,62,906,84233.6542661,0.99999998,false,6,5,Ward 5,22893.4048565,26910761.219,84229.203125,1,968,906,62,0.06404959,84229.244278625,1347.20312875063
,146,137,135,-1,0,152,110010033021,1219,248,971,104899.950031,1501.36129447,1219,248,971,104899.952104,1.00000002,false,6,5,Ward 5,22893.4048565,26910761.219,104900,1,1219,971,248,0.20344545,104899.945426047,1501.3612465106
,147,138,136,-1,0,153,110010033022,1119,225,894,91932.1449664,1491.11038604,1058,213,845,86933.5195408,0.94562701,false,6,5,Ward 5,22893.4048565,26910761.219,86933.5,1,1058,845,213,0.20132326,86933.5027556875,1491.11020639978
,148,139,137,-1,0,154,110010034001,1104,455,649,104782.32578,1451.6978701,1104,455,649,104782.334262,1.00000008,false,5,1,Ward 1,12925.3847744,6567940.96318,104781,1,1104,649,455,0.41213769,104780.628542773,1451.58362022212
,149,140,138,-1,0,155,110010034002,1680,378,1302,804825.10387,7798.39596885,1680,378,1302,804825.107619,1,false,5,1,Ward 1,12925.3847744,6567940.96318,778196,0.96691298,1624,1259,365,0.22475369,778196.429737328,7541.10880449084
,150,141,138,-1,0,155,110010034002,1680,378,1302,804825.10387,7798.39596885,1680,378,1302,804825.107619,1,false,6,5,Ward 5,22893.4048565,26910761.219,26627.19921875,0.0330845,56,43,13,0.23214285,26627.1537470703,2506.74768992524
,151,142,139,-1,0,156,110010035001,2104,767,1337,123810.712713,1416.62110762,1954,712,1242,114981.4882,0.92868772,false,5,1,Ward 1,12925.3847744,6567940.96318,114981,1,1954,1242,712,0.36438075,114981.487215781,1416.62135114793
,152,143,140,-1,0,157,110010035002,944,383,561,203638.098502,3362.57832188,554,225,329,119515.582623,0.58690188,false,5,1,Ward 1,12925.3847744,6567940.96318,119516,1,554,329,225,0.4061372,119515.532938141,3362.57790799468
,153,144,141,-1,0,160,110010036003,1828,785,1043,155997.913458,551.19288009,129,56,74,11040.1533634,0.07077116,false,5,1,Ward 1,12925.3847744,6567940.96318,11040.20019531,1,129,74,56,0.43410853,11040.1468826641,551.192625824821
,154,145,142,-1,0,168,110010039002,1178,194,984,162286.80987,2642.60527501,636,105,532,87666.7765416,0.54019656,false,5,1,Ward 1,12925.3847744,6567940.96318,87078.3984375,1,636,532,105,0.16509435,87078.3597273906,1570.45922802136
,155,146,143,-1,0,176,110010040023,660,101,559,69921.3258471,378.17177517,45,7,38,4764.33202647,0.06813847,false,5,1,Ward 1,12925.3847744,6567940.96318,4762.31982422,1,45,38,7,0.15555556,4762.32147291406,378.158741561128
,156,147,144,-1,0,177,110010041001,1314,40,1274,93364.1131275,1539.84834063,885,27,858,62887.441064,0.67357188,false,4,2,Ward 2,29545.8038865,22492798.344,62886.6015625,1,885,858,27,0.03050848,62886.5866370156,1539.84963469432
,157,148,145,-1,0,178,110010041002,729,102,627,207265.951809,2062.18463553,531,74,456,150840.38286,0.72776248,false,4,2,Ward 2,29545.8038865,22492798.344,150840,1,531,456,74,0.1393597,150840.372012688,2062.18485799887
,158,149,146,-1,0,179,110010041003,716,61,655,279285.668715,4264.7103446,716,61,655,279285.671043,1.00000001,false,4,2,Ward 2,29545.8038865,22492798.344,279285,1,716,655,61,0.08519553,279285.34032025,4264.67477991362
,159,150,147,-1,0,183,110010042022,1324,68,1256,95251.0313895,390.34632295,90,5,85,6463.74309662,0.06786009,false,4,2,Ward 2,29545.8038865,22492798.344,6462.95019531,1,90,85,5,0.05555556,6462.94988182812,390.346905637927
,160,151,148,-1,0,186,110010044001,3495,506,2989,242410.488248,165.31200433,15,2,13,1052.58559189,0.00434216,false,5,1,Ward 1,12925.3847744,6567940.96318,1052.58996582,1,15,13,2,0.13333334,1052.58892842969,165.312175192596
,161,152,149,-1,0,187,110010044002,2200,418,1782,270822.400627,989.14888187,211,40,171,26009.0735458,0.09603738,false,5,1,Ward 1,12925.3847744,6567940.96318,26009.09960938,1,211,171,40,0.18957347,26009.0708200703,989.148960060678
,162,153,150,-1,0,188,110010046001,1036,321,715,138766.223752,1128.90795805,308,95,212,41197.4413601,0.29688378,false,6,5,Ward 5,22893.4048565,26910761.219,41197.3984375,1,308,212,95,0.30844155,41197.4331643906,1128.90820963776
,163,154,151,-1,0,189,110010046002,1902,234,1668,281195.457517,2551.5713814,1001,123,878,148051.619897,0.52650786,false,6,5,Ward 5,22893.4048565,26910761.219,148049,1,1001,878,123,0.12287712,148048.896445375,2551.5007342066
,164,155,152,-1,0,193,110010048011,2215,420,1795,294055.122257,1000.03871387,123,23,100,16364.2237277,0.05565019,false,2,6,Ward 6,24157.9774348,16064916.7222,12597,0.76978898,95,77,18,0.18947369,12596.9537842031,697.504336252964
,165,156,152,-1,0,193,110010048011,2215,420,1795,294055.122257,1000.03871387,123,23,100,16364.2237277,0.05565019,false,5,1,Ward 1,12925.3847744,6567940.96318,3767.19995117,0.23021001,28,23,5,0.17857143,3767.23573471094,723.909446470731
,166,157,153,-1,0,196,110010049011,1342,749,593,85262.0690037,381.05444426,70,39,31,4458.98472572,0.0522974,false,2,6,Ward 6,24157.9774348,16064916.7222,4456.31982422,1,70,31,39,0.55714285,4456.32584630469,380.932255793041
,167,158,154,-1,0,214,110010055001,721,68,653,141154.183092,1616.17948439,234,22,212,45876.2097735,0.32500779,false,4,2,Ward 2,29545.8038865,22492798.344,45876.19921875,1,234,212,22,0.0940171,45876.1950500313,1616.17877321618
,168,159,155,-1,0,215,110010055002,2613,439,2174,142910.699994,650.99053047,117,20,97,6390.55503635,0.04471712,false,4,2,Ward 2,29545.8038865,22492798.344,6390.56005859,1,117,97,20,0.17094018,6390.55359121094,650.990568314156
,169,160,156,-1,0,216,110010055003,1535,389,1146,155403.531044,399.10519409,30,8,22,3017.90286228,0.01941978,false,4,2,Ward 2,29545.8038865,22492798.344,3017.89990234,1,30,22,8,0.26666668,3017.90111679688,399.105110353299
,170,161,157,-1,0,217,110010055004,856,294,562,49845.6524169,858.05411287,798,274,524,46453.6108674,0.9319491,false,4,2,Ward 2,29545.8038865,22492798.344,46453.6015625,1,798,524,274,0.3433584,46453.6210363984,858.054298995983
,171,162,158,-1,0,218,110010055005,663,172,491,45637.2637639,696.78090035,369,96,274,25425.1258404,0.55711328,false,4,2,Ward 2,29545.8038865,22492798.344,25425.09960938,1,369,274,96,0.26016259,25425.1263984375,696.780925817373
,172,163,159,-1,0,220,110010056002,1236,317,919,162988.251888,722.77323742,116,30,86,15249.4544025,0.09356168,false,4,2,Ward 2,29545.8038865,22492798.344,15249.5,1,116,86,30,0.25862068,15249.4623814219,722.774646859848
,173,164,160,-1,0,221,110010056003,877,257,620,60694.5286894,339.28718155,81,24,58,5638.64059376,0.09290196,false,4,2,Ward 2,29545.8038865,22492798.344,5638.64013672,1,81,58,24,0.2962963,5638.63862203125,339.28728789228
,174,165,161,-1,0,223,110010058001,1000,49,951,632863.037201,6182.72414213,841,41,800,532421.404549,0.84129009,false,4,2,Ward 2,29545.8038865,22492798.344,532421,1,841,800,41,0.04875148,532421.41153243,6182.72453457168
,175,166,162,-1,0,224,110010058002,1781,473,1308,225054.524597,2414.15244589,929,247,682,117365.389982,0.52149758,false,4,2,Ward 2,29545.8038865,22492798.344,117365,1,929,682,247,0.26587728,117365.458932188,2414.14747194772
,176,167,163,-1,0,225,110010059001,2576,480,2096,613821.143646,4041.55530333,959,179,780,228452.997344,0.3721817,false,2,6,Ward 6,24157.9774348,16064916.7222,37938.69921875,0.166068,159,130,30,0.18867925,37938.7147283672,1288.80278374172
,177,168,163,-1,0,225,110010059001,2576,480,2096,613821.143646,4041.55530333,959,179,780,228452.997344,0.3721817,false,4,2,Ward 2,29545.8038865,22492798.344,190514,0.83393103,800,650,149,0.18625,190514.301215008,3266.14405297067
,178,169,164,-1,0,226,110010062021,117,0,117,1908992.29538,33491.8648331,108,0,108,1761788.01556,0.92288901,false,2,6,Ward 6,24157.9774348,16064916.7222,660315,0.374798,40,40,0,0,660315.249282781,8581.70913564671
,179,170,164,-1,0,226,110010062021,117,0,117,1908992.29538,33491.8648331,108,0,108,1761788.01556,0.92288901,false,4,2,Ward 2,29545.8038865,22492798.344,1101470,0.62519997,68,68,0,0,1101472.70799269,30042.8743439592
,180,171,165,-1,0,227,110010064001,1256,822,434,146187.524816,1444.87940603,817,535,282,95119.6197517,0.65066852,false,2,6,Ward 6,24157.9774348,16064916.7222,95119.6015625,1,817,282,535,0.65483475,95119.6062429375,1444.87939961096
,181,172,166,-1,0,228,110010064002,874,624,250,480079.879945,4642.39015085,874,624,250,480079.877177,0.99999999,false,2,6,Ward 6,24157.9774348,16064916.7222,480080,1,874,250,624,0.7139588,480079.859331422,4642.38990435985
,182,173,167,-1,0,229,110010065001,875,160,715,136789.10114,1136.36205139,305,56,249,47724.138617,0.34888846,false,2,6,Ward 6,24157.9774348,16064916.7222,47724.1015625,1,305,249,56,0.18360655,47724.1292007031,1136.36204983649
,183,174,168,-1,0,230,110010065002,1693,106,1587,306524.949887,2157.44324043,1112,70,1042,201309.29405,0.65674685,false,2,6,Ward 6,24157.9774348,16064916.7222,201309,1,1112,1042,70,0.06294964,201309.297219469,2157.44307937807
,184,206,200,-1,0,267,110010075022,1904,1265,639,345994.637174,2395.66279713,825,548,277,149851.099459,0.43310238,false,1,8,Ward 8,28714.0694298,30965852.4553,149850,1,825,277,548,0.66424245,149849.918438867,2395.57721121645
,185,207,201,-1,0,268,110010075031,707,249,458,277572.191942,2575.17266462,707,249,458,277572.195709,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,277572,1,707,458,249,0.35219237,277572.189680234,2575.17226214242
,186,208,202,-1,0,269,110010075032,1987,1325,662,187287.890037,2730.71898243,1987,1325,662,187287.896403,1.00000003,false,1,8,Ward 8,28714.0694298,30965852.4553,187288,1,1987,662,1325,0.66683441,187287.895362039,2730.7190602196
,187,209,203,-1,0,270,110010075041,2760,1925,835,386003.662544,9213.61465282,2760,1925,835,386003.667312,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,386004,1,2760,835,1925,0.69746375,386003.675959086,9213.61452840159
,188,210,204,-1,0,271,110010076011,822,297,525,112868.712881,1648.74959672,822,297,525,112868.713484,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,81009.296875,0.71772999,590,377,213,0.36101696,81009.3457426953,1201.46141326282
,189,211,204,-1,0,271,110010076011,822,297,525,112868.712881,1648.74959672,822,297,525,112868.713484,1.00000001,false,3,7,Ward 7,22345.2269165,22818182.5566,31859.40039063,0.28227001,232,148,84,0.36206895,31859.3737201719,1056.83753740517
,190,212,205,-1,0,272,110010076012,352,106,246,159367.218128,1960.78622519,352,106,246,159367.220207,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,158586,1,352,246,106,0.30113637,158586.136770117,1841.86366207982
,191,213,206,-1,0,273,110010076013,1632,687,945,169271.502192,1867.83600637,1632,687,945,169271.504088,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,169272,1,1632,945,687,0.4209559,169271.520396281,1867.83600007545
,192,214,207,-1,0,274,110010076014,753,329,424,122949.260049,1540.07040662,753,329,424,122949.261629,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,122949,1,753,424,329,0.436919,122949.248034391,1540.07035969112
,193,235,227,-1,0,294,110010077091,1250,668,582,369444.707329,6567.91628039,1250,668,582,369444.736457,1.00000008,false,3,7,Ward 7,22345.2269165,22818182.5566,369446,1,1250,582,668,0.53439999,369446.337829563,6567.89884896234
,194,236,228,-1,0,295,110010077092,907,325,582,149362.554298,2014.11812734,907,325,582,149362.554141,1,false,3,7,Ward 7,22345.2269165,22818182.5566,149363,1,907,582,325,0.35832414,149362.538451336,2014.11806811549
,195,237,229,-1,0,296,110010078031,832,215,617,286975.662534,5757.07063779,571,148,424,196991.545928,0.6864399,false,3,7,Ward 7,22345.2269165,22818182.5566,196989,1,571,424,148,0.2591944,196988.736842133,5756.98015146877
,196,238,230,-1,0,297,110010078032,630,292,338,137964.580511,1524.22292144,630,292,338,137964.58355,1.00000002,false,3,7,Ward 7,22345.2269165,22818182.5566,137965,1,630,338,292,0.46349207,137964.578429773,1524.222825477
,197,239,231,-1,0,298,110010078033,678,183,495,181542.027161,1737.45445914,676,182,494,180996.596916,0.99699557,false,3,7,Ward 7,22345.2269165,22818182.5566,180997,1,676,494,182,0.26923078,180996.596397008,1737.45444055661
,198,240,232,-1,0,299,110010078034,1286,663,623,201150.370087,1832.61366702,870,449,422,136106.067926,0.67663842,false,3,7,Ward 7,22345.2269165,22818182.5566,136106,1,870,422,449,0.51609194,136106.066218141,1832.6137423989
,199,215,208,-1,0,275,110010076015,591,208,383,289432.700013,3951.65068459,591,208,383,289432.718953,1.00000007,false,1,8,Ward 8,28714.0694298,30965852.4553,261075,0.90202302,533,345,188,0.35272044,261075.078585039,3350.43865569348
,200,216,208,-1,0,275,110010076015,591,208,383,289432.700013,3951.65068459,591,208,383,289432.718953,1.00000007,false,3,7,Ward 7,22345.2269165,22818182.5566,28357.59960938,0.0979765,58,38,20,0.34482759,28357.6439431172,934.574737228428
,201,217,209,-1,0,276,110010076031,1652,709,943,211171.182038,2059.31355066,1652,709,943,211171.190565,1.00000004,false,3,7,Ward 7,22345.2269165,22818182.5566,211171,1,1652,943,709,0.42917675,211171.182540609,2059.31366066271
,202,218,210,-1,0,277,110010076032,543,25,518,260701.080498,1664.3204947,129,6,123,61814.1526646,0.23710739,false,3,7,Ward 7,22345.2269165,22818182.5566,61814.19921875,1,129,123,6,0.04651163,61814.1632407578,1664.32051573697
,203,219,211,-1,0,278,110010076033,551,0,551,368317.255745,3276.52574013,551,0,551,368317.26018,1.00000001,false,3,7,Ward 7,22345.2269165,22818182.5566,368321,1,551,551,0,0,368320.706492336,3276.47542617061
,204,220,212,-1,0,279,110010076034,1204,421,783,302573.404812,1671.29682665,623,218,405,156510.032359,0.51726302,false,3,7,Ward 7,22345.2269165,22818182.5566,156505,1,623,405,218,0.34991974,156505.147053984,1671.25578435558
,205,221,213,-1,0,280,110010076041,1378,533,845,158067.465054,2160.51513272,1378,533,845,158067.462005,0.99999998,false,3,7,Ward 7,22345.2269165,22818182.5566,158056,1,1378,845,533,0.38679245,158056.025672109,2160.419266334
,206,222,214,-1,0,281,110010076042,1382,256,1126,635556.029307,8593.53814252,828,153,674,380600.90524,0.59884713,false,3,7,Ward 7,22345.2269165,22818182.5566,380598,1,828,674,153,0.18478261,380598.413288867,8593.42045832789
,207,223,215,-1,0,282,110010076043,1006,277,729,223995.535098,5407.43999318,1006,277,729,223995.538377,1.00000001,false,3,7,Ward 7,22345.2269165,22818182.5566,223993,1,1006,729,277,0.27534792,223992.61048743,5407.37494903384
,208,224,216,-1,0,283,110010076051,760,149,611,130153.813178,1472.85801433,760,149,611,130153.805157,0.99999994,false,1,8,Ward 8,28714.0694298,30965852.4553,130154,1,760,611,149,0.19605263,130153.806122195,1472.85806390931
,209,225,217,-1,0,284,110010076052,2195,780,1415,159292.243098,3303.83415331,1967,699,1268,142764.312,0.89624146,false,1,8,Ward 8,28714.0694298,30965852.4553,142760,1,1967,1268,699,0.35536349,142759.672944977,3303.83188440904
,210,226,218,-1,0,285,110010076053,648,474,174,82750.2311663,1511.18409486,648,474,174,82750.2299541,0.99999999,false,1,8,Ward 8,28714.0694298,30965852.4553,82750.203125,1,648,174,474,0.73148149,82750.2257467031,1511.18399669924
,211,227,219,-1,0,286,110010077031,712,314,398,167638.426981,3670.83079389,649,286,363,152797.191182,0.91146877,false,3,7,Ward 7,22345.2269165,22818182.5566,152798,1,649,363,286,0.44067797,152798.037840062,3670.81218898762
,212,228,220,-1,0,287,110010077032,1316,794,522,216523.95709,4696.3391382,1033,623,410,169885.426204,0.78460337,false,3,7,Ward 7,22345.2269165,22818182.5566,169885,1,1033,410,623,0.6030978,169885.431231172,4696.33888747829
,213,229,221,-1,0,288,110010077033,2720,2073,647,261536.34746,2368.41624447,2716,2070,646,261182.18987,0.99864586,false,3,7,Ward 7,22345.2269165,22818182.5566,261182,1,2716,646,2070,0.76215023,261182.185078773,2368.41620676133
,214,230,222,-1,0,289,110010077034,519,258,261,78579.9734297,1828.4883989,517,257,260,78278.751108,0.99616668,false,3,7,Ward 7,22345.2269165,22818182.5566,78279.203125,1,517,260,257,0.49709865,78279.1889325078,1828.48572583274
,215,231,223,-1,0,290,110010077071,2547,1406,1141,340240.619747,3892.80485857,1411,779,632,188459.615755,0.55390099,false,3,7,Ward 7,22345.2269165,22818182.5566,188454,1,1411,632,779,0.5520907,188454.40652907,3892.72360446168
,216,232,224,-1,0,291,110010077072,1763,600,1163,425314.441114,3319.43292584,1268,431,836,305855.492331,0.71912793,false,3,7,Ward 7,22345.2269165,22818182.5566,305861,1,1268,836,431,0.33990535,305861.098469094,3319.41642929566
,217,233,225,-1,0,292,110010077081,1600,974,626,128920.302897,1554.37642083,1597,972,625,128641.432926,0.99783688,false,3,7,Ward 7,22345.2269165,22818182.5566,128641,1,1597,625,972,0.60864121,128641.439434125,1554.37648559293
,218,234,226,-1,0,293,110010077082,1470,573,897,418161.748051,4571.71116367,1470,573,897,418161.77121,1.00000006,false,3,7,Ward 7,22345.2269165,22818182.5566,418162,1,1470,897,573,0.38979593,418161.751506477,4571.71087734599
,219,184,177,-1,0,239,110010068041,131,127,4,600362.918608,13970.5358814,115,112,4,529000.496606,0.88113453,false,3,7,Ward 7,22345.2269165,22818182.5566,396929,0.75033802,86,3,84,0.97674417,396928.80528568,12132.7389251729
,220,185,178,-1,0,244,110010071001,674,320,354,298215.949588,3912.28423733,291,138,153,128948.917302,0.43240114,false,2,6,Ward 6,24157.9774348,16064916.7222,128949,1,291,153,138,0.4742268,128948.91891332,3912.28404747726
,221,186,179,-1,0,246,110010072001,3358,591,2767,296235.049274,1326.64096525,837,147,690,73866.4339184,0.24935076,false,2,6,Ward 6,24157.9774348,16064916.7222,73866.3984375,1,837,690,147,0.17562725,73866.4453865234,1326.64099656179
,222,187,180,-1,0,247,110010072002,934,281,653,1006032.52329,5798.30874556,286,86,200,308121.864207,0.30627426,false,2,6,Ward 6,24157.9774348,16064916.7222,308111,1,286,200,86,0.30069929,308110.807594125,5798.29879076086
,223,188,182,-1,0,249,110010073041,2224,1294,930,533721.230548,6563.12218041,803,467,336,192677.24279,0.36100727,false,1,8,Ward 8,28714.0694298,30965852.4553,192673,1,803,336,467,0.58156914,192673.30639757,6563.08661474938
,224,189,183,-1,0,250,110010073042,803,425,378,105389.798547,1539.6838701,628,333,296,82472.6819081,0.782549,false,1,8,Ward 8,28714.0694298,30965852.4553,82472.703125,1,628,296,333,0.53025478,82472.681847375,1539.68362396867
,225,190,184,-1,0,251,110010073043,296,102,194,148071.804172,1977.05079403,296,102,194,148071.806069,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,148072,1,296,194,102,0.3445946,148071.814340938,1977.0507458575
,226,191,185,-1,0,252,110010074011,1355,1064,291,439788.249125,7052.96448416,1355,1064,291,439788.258317,1.00000002,false,1,8,Ward 8,28714.0694298,30965852.4553,439793,1,1355,291,1064,0.78523988,439793.094929617,7052.9351873403
,227,192,186,-1,0,253,110010074012,1095,980,115,175912.771709,2181.86878482,1095,980,115,175912.780869,1.00000005,false,1,8,Ward 8,28714.0694298,30965852.4553,175913,1,1095,115,980,0.89497715,175912.772760094,2181.86865416951
,228,193,187,-1,0,254,110010074031,3500,1977,1523,326104.072368,2146.27537328,1655,935,720,154227.336832,0.47293901,false,1,8,Ward 8,28714.0694298,30965852.4553,154227,1,1655,720,935,0.5649547,154227.344717547,2146.27546137445
,229,194,188,-1,0,255,110010074041,2414,1513,901,279098.132514,3974.84040465,1579,990,589,182543.827927,0.6540489,false,1,8,Ward 8,28714.0694298,30965852.4553,182544,1,1579,589,990,0.62697911,182543.836477664,3974.8403343917
,230,195,189,-1,0,256,110010074042,1076,586,490,254534.868528,1821.51508104,284,155,129,67209.0625532,0.26404658,false,1,8,Ward 8,28714.0694298,30965852.4553,67209.1015625,1,284,129,155,0.54577464,67209.0708115625,1821.51498263584
