the_geom,cartodb_id,objectid,fid_grocer,fid_groc_1,facilityid,fid_pov_ac,geoid,first_tota,first_unde,first_over,poparea,shape_leng,partpop,partunder1,partover18,partarea,arearatio,groceryacc,fid_wardpl,ward,name,shape_le_1,shape_ar_1,wrdprtarea,areartio2,partpop2,prtovr185,prtund185,percentund185,shapearea,shapelen
,231,196,190,-1,0,257,110010074043,305,209,96,184917.53135,3846.77189264,262,179,82,158723.340057,0.85834663,false,1,8,Ward 8,28714.0694298,30965852.4553,158723,1,262,82,179,0.68320608,158723.347694086,3846.77199441589
,232,197,191,-1,0,258,110010074061,2368,1264,1104,174608.784954,1628.13635075,2368,1264,1104,174608.788125,1.00000002,false,1,8,Ward 8,28714.0694298,30965852.4553,174609,1,2368,1104,1264,0.53378379,174608.767585727,1628.13631153899
,233,198,192,-1,0,259,110010074062,693,499,194,195089.003812,2804.7186573,693,499,194,195089.001365,0.99999999,false,1,8,Ward 8,28714.0694298,30965852.4553,195089,1,693,194,499,0.72005773,195089.010532898,2804.71865950116
,234,199,193,-1,0,260,110010074071,868,477,391,277705.693833,3303.37941912,868,477,391,277705.68382,0.99999996,false,1,8,Ward 8,28714.0694298,30965852.4553,277706,1,868,391,477,0.54953915,277705.678715469,3303.37959314528
,235,200,194,-1,0,261,110010074072,1851,978,873,270525.760887,2531.84877776,1851,978,873,270525.760139,1,false,1,8,Ward 8,28714.0694298,30965852.4553,270526,1,1851,873,978,0.52836305,270525.762440727,2531.84855457831
,236,201,195,-1,0,262,110010074081,3036,2111,925,375373.005109,4003.02135999,2774,1929,845,342943.859198,0.91360821,false,1,8,Ward 8,28714.0694298,30965852.4553,342944,1,2774,845,1929,0.69538575,342943.868381492,4003.02122851053
,237,202,196,-1,0,263,110010074091,938,421,517,84225.8768685,1299.44334636,938,421,517,84225.8774742,1.00000001,false,1,8,Ward 8,28714.0694298,30965852.4553,84225.8984375,1,938,517,421,0.4488273,84225.8719490156,1299.44346477956
,238,203,197,-1,0,264,110010074092,1222,732,490,157688.281553,1369.85659853,504,302,202,65065.7914554,0.41262287,false,1,8,Ward 8,28714.0694298,30965852.4553,65065.80078125,1,504,202,302,0.59920633,65065.7852552344,1369.85670258452
,239,204,198,-1,0,265,110010074093,1642,1075,567,94763.3649462,490.43498675,44,29,15,2514.4779705,0.02653428,false,1,8,Ward 8,28714.0694298,30965852.4553,2524.42993164,1,44,15,29,0.65909094,2524.435437625,490.429537122283
,240,205,199,-1,0,266,110010075021,3205,2163,1042,263349.265063,2472.28459593,2410,1627,784,198030.055837,0.75196738,false,1,8,Ward 8,28714.0694298,30965852.4553,198030,1,2410,784,1627,0.67510372,198030.041713547,2472.28413745636
,241,289,281,-1,0,353,110010092011,1887,729,1158,634275.434035,3351.63372089,1002,387,615,336878.413876,0.53112322,false,6,5,Ward 5,22893.4048565,26910761.219,336878,1,1002,615,387,0.38622755,336878.416701555,3351.63366083351
,242,290,282,-1,0,354,110010092031,1153,434,719,366671.289044,2538.12700066,934,352,583,297174.419468,0.81046547,false,6,5,Ward 5,22893.4048565,26910761.219,297174,1,934,583,352,0.37687367,297174.411514547,2538.12712492329
,243,291,283,-1,0,355,110010092032,1453,266,1187,219792.116733,1415.72159544,474,87,387,71718.2162399,0.32630022,false,6,5,Ward 5,22893.4048565,26910761.219,71718.203125,1,474,387,87,0.18354431,71718.2051960156,1415.72144289567
,244,292,284,-1,0,357,110010092042,1769,1327,442,179590.927825,1141.94855884,560,420,140,56887.5440949,0.31676179,false,6,5,Ward 5,22893.4048565,26910761.219,56887.5,1,560,140,420,0.75,56887.5316395312,1141.94865917063
,245,293,285,-1,0,358,110010093011,690,150,540,229833.651246,1934.67863429,690,150,540,229833.655555,1.00000002,false,6,5,Ward 5,22893.4048565,26910761.219,229834,1,690,540,150,0.2173913,229833.66321893,1934.67875140729
,246,294,286,-1,0,359,110010093012,832,112,720,368854.457851,1955.78366738,370,50,320,163894.152203,0.44433285,false,6,5,Ward 5,22893.4048565,26910761.219,163894,1,370,320,50,0.13513513,163894.164691992,1955.78359347627
,247,295,287,-1,0,360,110010093013,946,183,763,299838.010986,2607.71782034,946,183,763,299838.009607,1,false,6,5,Ward 5,22893.4048565,26910761.219,299836,1,946,763,183,0.19344608,299836.304704055,2607.71425001184
,248,296,288,-1,0,361,110010093014,736,125,611,202353.476693,1627.35501819,506,86,420,139127.436357,0.68754656,false,6,5,Ward 5,22893.4048565,26910761.219,139127,1,506,420,86,0.16996047,139127.419551031,1627.35486210092
,249,297,289,-1,0,362,110010093021,1053,165,888,398256.686293,2892.39925112,493,77,416,186533.013567,0.46837384,false,6,5,Ward 5,22893.4048565,26910761.219,186532,1,493,416,77,0.15618661,186532.245264484,2892.37670015403
,250,298,290,-1,0,363,110010094001,671,125,546,296179.871854,5332.88158902,665,124,541,293468.357276,0.99084504,false,6,5,Ward 5,22893.4048565,26910761.219,293468,1,665,541,124,0.18646617,293468.35671225,5332.88163971015
,251,299,291,-1,0,364,110010094002,1406,496,910,417651.210538,4277.10784799,1406,496,910,417651.202044,0.99999998,false,6,5,Ward 5,22893.4048565,26910761.219,417648,1,1406,910,496,0.35277382,417647.813198016,4277.08977963982
,252,241,233,-1,0,300,110010078041,689,271,418,230418.142465,5624.71237876,689,271,418,230418.162175,1.00000009,false,3,7,Ward 7,22345.2269165,22818182.5566,230421,1,689,418,271,0.39332366,230421.427794086,5624.70083982802
,253,242,234,-1,0,301,110010078042,1175,708,467,276803.450137,4384.75340713,1175,708,467,276803.454849,1.00000002,false,3,7,Ward 7,22345.2269165,22818182.5566,276796,1,1175,467,708,0.60255319,276796.282280531,4384.74700168288
,254,243,235,-1,0,302,110010078043,1120,386,734,216093.794056,2580.74486981,1120,386,734,216093.802764,1.00000004,false,3,7,Ward 7,22345.2269165,22818182.5566,216094,1,1120,734,386,0.34464285,216093.800840422,2580.74474011435
,255,244,236,-1,0,303,110010078061,1127,468,659,296251.017655,2675.63339279,1127,468,659,296251.01739,1,false,3,7,Ward 7,22345.2269165,22818182.5566,296251,1,1127,659,468,0.41526175,296251.030598445,2675.63341140215
,256,245,237,-1,0,304,110010078062,947,581,366,369983.123114,3651.48612744,947,581,366,369983.146269,1.00000006,false,3,7,Ward 7,22345.2269165,22818182.5566,369983,1,947,366,581,0.61351639,369983.113041398,3651.48617144434
,257,246,238,-1,0,305,110010078071,1428,578,850,242392.114843,2317.39195004,1428,578,850,242392.112134,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,242392,1,1428,850,578,0.40476191,242392.134538758,2317.39203784377
,258,247,239,-1,0,306,110010078072,882,314,568,277337.188117,2879.3296178,882,314,568,277337.193575,1.00000002,false,3,7,Ward 7,22345.2269165,22818182.5566,277337,1,882,568,314,0.35600907,277337.182682711,2879.32977129231
,259,248,240,-1,0,307,110010078081,2479,1087,1392,294705.763901,3697.73958244,2479,1087,1392,294705.771312,1.00000003,false,3,7,Ward 7,22345.2269165,22818182.5566,294706,1,2479,1392,1087,0.43848327,294705.757990516,3697.73975469567
,260,249,241,-1,0,308,110010078082,694,248,446,317075.587683,5937.19936784,694,248,446,317075.58583,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,317077,1,694,446,248,0.35734871,317076.808367234,5937.15405323568
,261,250,242,-1,0,309,110010078083,1116,721,395,229142.866825,4677.09200142,1116,721,395,229142.869734,1.00000001,false,3,7,Ward 7,22345.2269165,22818182.5566,229143,1,1116,395,721,0.64605737,229142.490097656,4677.08744421573
,262,251,243,-1,0,310,110010078091,1820,876,944,255886.816159,2143.961173,1820,876,944,255886.813687,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,255887,1,1820,944,876,0.48131868,255886.826281492,2143.96130744797
,263,252,244,-1,0,311,110010078092,974,403,571,279265.250731,2460.83807433,974,403,571,279265.246841,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,279265,1,974,571,403,0.41375771,279265.239147867,2460.83808722532
,264,253,245,-1,0,313,110010079012,1141,472,669,94899.2166072,905.80176246,523,216,307,43494.1936018,0.45831984,false,2,6,Ward 6,24157.9774348,16064916.7222,43493.5,1,523,307,216,0.41300192,43493.5066620859,905.838276720169
,265,254,246,-1,0,314,110010079013,1508,551,957,92635.4651946,997.1568575,528,193,335,32408.744686,0.34985245,false,2,6,Ward 6,24157.9774348,16064916.7222,32408.69921875,1,528,335,193,0.36553031,32408.7458937188,997.156946191652
,266,255,247,-1,0,316,110010079031,1809,658,1151,242539.258895,1903.26366371,1107,403,704,148366.592998,0.61172197,false,3,7,Ward 7,22345.2269165,22818182.5566,148360,1,1107,704,403,0.36404696,148360.263082875,1903.16028811322
,267,256,248,-1,0,317,110010080011,1040,19,1021,85008.9563607,1337.38454228,599,11,588,48950.0072242,0.57582176,false,2,6,Ward 6,24157.9774348,16064916.7222,48950,1,599,588,11,0.01836394,48950.0021844609,1337.38453255115
,268,257,249,-1,0,318,110010080012,1347,118,1229,156995.444829,2282.99900413,1260,110,1150,146887.884986,0.93561877,false,2,6,Ward 6,24157.9774348,16064916.7222,146888,1,1260,1150,110,0.08730159,146887.878546406,2282.99886885182
,269,258,250,-1,0,319,110010080013,745,110,635,76859.1987478,1421.95774375,745,110,635,76859.1969199,0.99999998,false,2,6,Ward 6,24157.9774348,16064916.7222,76859.203125,1,745,635,110,0.147651,76859.1945982031,1421.95782838348
,270,259,251,-1,0,320,110010080021,1304,167,1137,219439.338195,4036.06698596,1284,164,1120,216072.241059,0.98465591,false,2,6,Ward 6,24157.9774348,16064916.7222,216049,1,1284,1120,164,0.12772585,216048.800346391,4036.08662092687
,271,260,252,-1,0,321,110010080022,2233,238,1995,271847.012929,3953.42532907,2195,234,1961,267251.732036,0.98309608,false,2,6,Ward 6,24157.9774348,16064916.7222,267252,1,2195,1961,234,0.10660592,267251.727438453,3953.42513265193
,272,261,253,-1,0,322,110010081001,677,88,589,70607.2324895,1558.42858282,677,88,589,70607.2268067,0.99999992,false,2,6,Ward 6,24157.9774348,16064916.7222,70607.203125,1,677,589,88,0.12998523,70607.2328138828,1558.42834830646
,273,262,254,-1,0,323,110010081002,1527,131,1396,126008.709484,1433.13665189,1527,131,1396,126008.708858,1,false,2,6,Ward 6,24157.9774348,16064916.7222,126009,1,1527,1396,131,0.08578913,126008.700974664,1433.13648109871
,274,263,255,-1,0,324,110010081003,998,52,946,93314.1083306,1236.59267196,901,47,854,84260.1303479,0.90297311,false,2,6,Ward 6,24157.9774348,16064916.7222,84260.1015625,1,901,854,47,0.05216426,84260.1380452344,1236.59286405102
,275,264,256,-1,0,325,110010082001,709,18,691,88125.7320459,1153.30219435,662,17,645,82226.9093032,0.93306356,false,2,6,Ward 6,24157.9774348,16064916.7222,82226.8984375,1,662,645,17,0.02567976,82226.9129647344,1153.30215317653
,276,265,257,-1,0,326,110010082002,1981,277,1704,248719.952269,2962.51102191,1768,247,1521,222005.480573,0.89259216,false,2,6,Ward 6,24157.9774348,16064916.7222,222005,1,1768,1521,247,0.13970588,222005.482788008,2962.51127994594
,277,266,258,-1,0,328,110010083012,1225,95,1130,147449.979788,1378.67157611,194,15,179,23400.5843424,0.15870185,false,2,6,Ward 6,24157.9774348,16064916.7222,23400.59960938,1,194,179,15,0.07731958,23400.569570375,1378.67166147956
,278,267,259,-1,0,329,110010083021,2267,321,1946,257549.275401,2266.26831749,1369,194,1175,155473.012597,0.60366317,false,2,6,Ward 6,24157.9774348,16064916.7222,155473,1,1369,1175,194,0.14170928,155473.000104445,2266.26839632224
,279,268,260,-1,0,330,110010084021,1127,51,1076,131361.489497,1804.59857968,919,42,878,107137.774185,0.815595,false,2,6,Ward 6,24157.9774348,16064916.7222,107138,1,919,878,42,0.04570185,107137.766140477,1804.5985876717
,280,269,261,-1,0,331,110010084022,990,302,688,126242.313381,1936.76162039,835,255,580,106495.019501,0.84357627,false,2,6,Ward 6,24157.9774348,16064916.7222,106495,1,835,580,255,0.30538923,106495.027932898,1936.76142540992
,281,270,262,-1,0,332,110010084101,1341,177,1164,219299.706129,2052.37903419,1138,150,988,186126.013735,0.84872897,false,2,6,Ward 6,24157.9774348,16064916.7222,186120,1,1138,988,150,0.13181019,186119.818547984,2052.36741599103
,282,271,263,-1,0,333,110010087011,1320,223,1097,254101.281115,2403.33842489,978,165,813,188290.169738,0.74100441,false,6,5,Ward 5,22893.4048565,26910761.219,188290,1,978,813,165,0.16871166,188290.169826109,2403.33863816753
,283,272,264,-1,0,334,110010087012,983,312,671,117284.034975,1493.79243561,983,312,671,117284.033782,0.99999999,false,6,5,Ward 5,22893.4048565,26910761.219,117284,1,983,671,312,0.31739572,117284.050099867,1493.79249356027
,284,273,265,-1,0,335,110010087021,1262,496,766,226177.114962,2225.96048753,785,308,476,140629.945987,0.62176912,false,6,5,Ward 5,22893.4048565,26910761.219,140630,1,785,476,308,0.39235669,140629.942910008,2225.96046139033
,285,274,266,-1,0,336,110010087022,668,182,486,248210.840797,1760.31486184,391,107,285,145347.909269,0.58558244,false,6,5,Ward 5,22893.4048565,26910761.219,145348,1,391,285,107,0.27365729,145347.891592719,1760.31505030573
,286,275,267,-1,0,337,110010088021,494,141,353,68363.6764335,411.93247003,56,16,40,7780.8527719,0.1138156,false,6,5,Ward 5,22893.4048565,26910761.219,7780.85009766,1,56,40,16,0.2857143,7780.84991532031,411.933080137708
,287,276,268,-1,0,338,110010088022,1456,765,691,129814.736696,505.44775974,136,71,64,12106.6393935,0.0932609,false,6,5,Ward 5,22893.4048565,26910761.219,12105.70019531,1,136,64,71,0.52205884,12105.6481187891,505.447705027033
,288,277,269,-1,0,339,110010088023,1427,425,1002,173621.374424,2113.38420567,1385,412,972,168474.03819,0.9703531,false,6,5,Ward 5,22893.4048565,26910761.219,168472,1,1385,972,412,0.29747292,168471.681509844,2113.35434576843
,289,278,270,-1,0,340,110010088024,1211,440,771,92834.1866847,1298.82864196,1192,433,759,91411.9058343,0.98467934,false,6,5,Ward 5,22893.4048565,26910761.219,91411.8984375,1,1192,759,433,0.36325502,91411.9170451406,1298.82856063055
,290,279,271,-1,0,341,110010088031,1331,917,414,1057811.79185,6082.79939759,829,571,258,658678.035275,0.6226798,false,6,5,Ward 5,22893.4048565,26910761.219,658664,1,829,258,571,0.68878168,658664.18447082,6082.71025060508
,291,280,272,-1,0,342,110010088041,929,249,680,97697.6844119,1594.2612331,868,233,635,91264.1683798,0.93414874,false,6,5,Ward 5,22893.4048565,26910761.219,91264.1015625,1,868,635,233,0.26843318,91264.1567880078,1594.26087870752
,292,281,273,-1,0,343,110010088042,1487,745,742,667822.706666,3762.75105732,1013,507,505,454747.282923,0.68094013,false,6,5,Ward 5,22893.4048565,26910761.219,454747,1,1013,505,507,0.50049359,454747.273433461,3762.75156952002
,293,282,274,-1,0,345,110010089032,1112,715,397,79181.7544329,765.57623136,111,71,40,7884.39600194,0.09957339,false,6,5,Ward 5,22893.4048565,26910761.219,7884.39990234,1,111,40,71,0.63963962,7884.38999767187,765.576116172103
,294,283,275,-1,0,346,110010089041,1882,958,924,282169.012405,1588.34795167,571,291,280,85647.035965,0.30353098,false,6,5,Ward 5,22893.4048565,26910761.219,85645.8984375,1,571,280,291,0.50963223,85645.9108711641,1588.34828291479
,295,284,276,-1,0,348,110010090001,1563,554,1009,986301.334334,11881.0394418,1102,391,712,695593.396425,0.70525444,false,6,5,Ward 5,22893.4048565,26910761.219,695607,1,1102,712,391,0.35480943,695607.145814203,11880.89308485
,296,285,277,-1,0,349,110010090002,1486,486,1000,241098.664377,2403.18013721,1486,486,1000,241098.662963,0.99999999,false,6,5,Ward 5,22893.4048565,26910761.219,241099,1,1486,1000,486,0.3270525,241098.660201906,2403.17990623996
,297,286,278,-1,0,350,110010091021,915,172,743,251166.399564,2277.59291841,914,172,742,250828.970582,0.99865655,false,6,5,Ward 5,22893.4048565,26910761.219,250829,1,914,742,172,0.18818381,250828.966862859,2277.59286078681
,298,287,279,-1,0,351,110010091022,2351,1056,1295,1435554.81648,7372.33551886,1116,501,615,681460.391594,0.47470176,false,6,5,Ward 5,22893.4048565,26910761.219,681460,1,1116,615,501,0.44892472,681460.458557016,7372.3321824029
,299,288,280,-1,0,352,110010091023,1937,981,956,143658.323708,2067.29811397,1665,843,822,123477.142575,0.85951958,false,6,5,Ward 5,22893.4048565,26910761.219,123479,1,1665,822,843,0.50630629,123479.235502805,2067.26849899357
,300,332,324,-1,0,398,110010098031,946,624,322,213620.596077,1933.87246029,946,624,322,213620.589686,0.99999997,false,1,8,Ward 8,28714.0694298,30965852.4553,213621,1,946,322,624,0.65961945,213620.591720328,1933.87242100575
,301,333,325,-1,0,399,110010098032,821,535,286,114954.997216,2468.20891281,821,535,286,114954.991869,0.99999995,false,1,8,Ward 8,28714.0694298,30965852.4553,114957,1,821,286,535,0.65164435,114956.94770407,2468.20332484904
,302,334,326,-1,0,400,110010098033,966,556,410,177636.053301,2146.66488301,966,556,410,177636.057313,1.00000002,false,1,8,Ward 8,28714.0694298,30965852.4553,177636,1,966,410,556,0.57556933,177636.045085781,2146.66476106559
,303,335,327,-1,0,401,110010098041,1798,1049,749,250491.088009,4055.05674021,1798,1049,749,250491.075868,0.99999995,false,1,8,Ward 8,28714.0694298,30965852.4553,250502,1,1798,749,1049,0.58342606,250501.995307633,4055.0023310409
,304,336,328,-1,0,402,110010098042,980,421,559,165655.943858,2530.38411354,980,421,559,165655.949279,1.00000003,false,1,8,Ward 8,28714.0694298,30965852.4553,165656,1,980,559,421,0.42959183,165655.942883297,2530.38423541363
,305,337,329,-1,0,403,110010098071,827,435,392,392297.233103,6406.32175572,827,435,392,392297.213444,0.99999995,false,1,8,Ward 8,28714.0694298,30965852.4553,392297,1,827,392,435,0.52599758,392297.207473656,6406.321362532
,306,338,330,-1,0,404,110010098072,2129,767,1362,393152.04082,4786.50850705,2129,767,1362,393152.040949,1,false,1,8,Ward 8,28714.0694298,30965852.4553,393152,1,2129,1362,767,0.36026302,393152.032491539,4786.50872302628
,307,360,352,-1,0,426,110010102002,1493,72,1421,831368.621185,5950.96031893,1106,53,1053,616066.85645,0.74102731,false,2,6,Ward 6,24157.9774348,16064916.7222,616000,1,1106,1053,53,0.04792044,615999.897694508,5950.5393585014
,308,361,353,-1,0,427,110010103001,605,105,500,581982.657253,2680.72755153,369,64,305,355287.340953,0.61047754,false,8,4,Ward 4,25130.9943982,23314921.9682,355287,1,369,305,64,0.17344174,355287.424000844,2680.7221036534
,309,362,354,-1,0,428,110010103002,1312,455,857,240320.505856,2699.96587642,1312,455,857,240320.503427,0.99999999,false,8,4,Ward 4,25130.9943982,23314921.9682,239769,1,1312,857,455,0.34679878,239768.853652156,2694.90062447388
,310,363,355,-1,0,429,110010103003,1246,552,694,256972.62211,1726.07064305,812,360,452,167419.142964,0.65150576,false,8,4,Ward 4,25130.9943982,23314921.9682,167419,1,812,452,360,0.44334975,167419.167761531,1726.07090710944
,311,364,356,-1,0,430,110010104001,1915,891,1024,415444.444535,8018.67159068,1915,891,1024,415444.428828,0.99999996,false,1,8,Ward 8,28714.0694298,30965852.4553,415444,1,1915,1024,891,0.46527416,415444.453858687,8018.67160103025
,312,339,331,-1,0,405,110010098101,1492,814,678,218886.658194,4725.68507153,1492,814,678,218886.669911,1.00000005,false,1,8,Ward 8,28714.0694298,30965852.4553,218887,1,1492,678,814,0.54557639,218886.66660625,4725.68483190869
,313,340,332,-1,0,406,110010098102,1173,749,424,113528.425046,1807.56531862,1173,749,424,113528.420358,0.99999996,false,1,8,Ward 8,28714.0694298,30965852.4553,113528,1,1173,424,749,0.63853365,113528.428245719,1807.56543312071
,314,341,333,-1,0,407,110010098111,1847,1172,675,235610.131826,2590.61946797,1762,1118,644,224753.608271,0.95392166,false,1,8,Ward 8,28714.0694298,30965852.4553,224754,1,1762,644,1118,0.63450623,224753.591683313,2590.61942950991
,315,342,334,-1,0,408,110010098112,3171,1782,1389,231332.335491,2346.26101298,3167,1780,1387,231075.860965,0.99889132,false,1,8,Ward 8,28714.0694298,30965852.4553,231076,1,3167,1387,1780,0.56204611,231075.866590711,2346.26102034491
,316,343,335,-1,0,409,110010099011,865,242,623,243928.565369,2942.77507053,865,242,623,243928.560429,0.99999998,false,3,7,Ward 7,22345.2269165,22818182.5566,243927,1,865,623,242,0.27976879,243927.243387203,2942.71880584631
,317,344,336,-1,0,410,110010099012,1698,199,1499,731363.853674,11126.8269177,1698,199,1499,731363.841587,0.99999998,false,3,7,Ward 7,22345.2269165,22818182.5566,731359,1,1698,1499,199,0.1171967,731358.97045068,11126.6587611973
,318,345,337,-1,0,411,110010099021,958,160,798,343443.990067,6832.2052494,754,126,628,270131.746461,0.78653799,false,3,7,Ward 7,22345.2269165,22818182.5566,270132,1,754,628,126,0.16710876,270131.774193563,6832.20488339179
,319,346,338,-1,0,412,110010099022,1803,575,1228,263859.027368,2712.09474587,1803,575,1228,263859.019211,0.99999997,false,3,7,Ward 7,22345.2269165,22818182.5566,263863,1,1803,1228,575,0.31891292,263862.945959672,2712.09080619145
,320,347,339,-1,0,413,110010099031,1304,566,738,163760.839066,1805.64253913,1304,566,738,163760.840667,1.00000001,false,3,7,Ward 7,22345.2269165,22818182.5566,163761,1,1304,738,566,0.43404907,163760.829051422,1805.64242630556
,321,348,340,-1,0,414,110010099032,524,118,406,212065.328648,2262.40717259,524,118,406,212065.325983,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,212065,1,524,406,118,0.22519083,212065.330015891,2262.40716462143
,322,349,341,-1,0,415,110010099041,759,333,426,181273.536121,3270.52679513,759,333,426,181273.536734,1,false,3,7,Ward 7,22345.2269165,22818182.5566,181278,1,759,426,333,0.43873519,181277.855400234,3270.5225310409
,323,350,342,-1,0,416,110010099042,1675,924,751,212623.253302,2507.08484325,1675,924,751,212623.251283,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,212623,1,1675,751,924,0.55164176,212623.252512227,2507.08490369796
,324,351,343,-1,0,417,110010099051,1243,577,666,185886.240678,1780.91198958,1243,577,666,185886.238062,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,185886,1,1243,666,577,0.46419951,185886.228013406,1780.91212785266
,325,352,344,-1,0,418,110010099052,831,225,606,141548.409308,1969.53476755,831,225,606,141548.411549,1.00000002,false,3,7,Ward 7,22345.2269165,22818182.5566,141548,1,831,606,225,0.27075812,141548.405016914,1969.53473920719
,326,353,345,-1,0,419,110010099053,686,351,335,103986.043877,1322.75403223,686,351,335,103986.048237,1.00000004,false,3,7,Ward 7,22345.2269165,22818182.5566,103986,1,686,335,351,0.51166183,103986.053025625,1322.75399136482
,327,354,346,-1,0,420,110010099061,1521,621,900,247946.582284,2139.29728038,1521,621,900,247946.592083,1.00000004,false,3,7,Ward 7,22345.2269165,22818182.5566,247947,1,1521,900,621,0.40828404,247946.583211875,2139.29734471422
,328,355,347,-1,0,421,110010099071,740,212,528,139631.077873,2080.15915768,740,212,528,139631.081242,1.00000002,false,3,7,Ward 7,22345.2269165,22818182.5566,139631,1,740,528,212,0.28648648,139631.078801313,2080.15907225465
,329,356,348,-1,0,422,110010099072,2150,1356,794,327274.557826,2651.72999036,2150,1356,794,327274.554187,0.99999999,false,3,7,Ward 7,22345.2269165,22818182.5566,327275,1,2150,794,1356,0.63069767,327274.560036453,2651.73009237457
,330,357,349,-1,0,423,110010101001,1841,293,1548,358795.912419,2579.09334781,778,124,654,151639.199974,0.42263358,false,4,2,Ward 2,29545.8038865,22492798.344,151639,1,778,654,124,0.15938303,151639.192627523,2579.09340243394
,331,358,350,-1,0,424,110010101002,723,127,596,183680.59289,1510.22575324,315,55,260,80054.7835216,0.43583692,false,4,2,Ward 2,29545.8038865,22492798.344,80054.796875,1,315,260,55,0.17460318,80054.7817975703,1510.22587492714
,332,359,351,-1,0,425,110010102001,1044,148,896,334900.574697,2365.24384643,556,79,477,178399.586272,0.53269418,false,2,6,Ward 6,24157.9774348,16064916.7222,178399,1,556,477,79,0.14208633,178398.959130906,2365.2298575294
,333,300,292,-1,0,365,110010094003,1802,615,1187,470867.445743,2709.17464822,1480,505,975,386752.360176,0.82136143,false,6,5,Ward 5,22893.4048565,26910761.219,386752,1,1480,975,505,0.34121621,386752.354276883,2709.17489167926
,334,301,293,-1,0,366,110010094004,965,54,911,226493.625195,2386.63447591,965,54,911,226493.628909,1.00000002,false,6,5,Ward 5,22893.4048565,26910761.219,226494,1,965,911,54,0.05595855,226493.856264469,2386.60616251717
,335,302,294,-1,0,367,110010095011,2762,1542,1220,394557.238564,4657.11720599,2762,1542,1220,394557.234712,0.99999999,false,6,5,Ward 5,22893.4048565,26910761.219,394553,1,2762,1220,1542,0.55829108,394553.208405484,4657.09940682343
,336,303,295,-1,0,368,110010095012,898,486,412,154806.703161,1725.44568036,898,486,412,154806.699159,0.99999997,false,6,5,Ward 5,22893.4048565,26910761.219,154803,1,898,412,486,0.54120266,154803.292834938,1725.34641551404
,337,304,296,-1,0,369,110010095013,1428,652,776,887165.89022,4554.67015884,1364,623,741,847559.655792,0.95535645,false,6,5,Ward 5,22893.4048565,26910761.219,847560,1,1364,741,623,0.45674488,847559.652936508,4554.67002382595
,338,305,297,-1,0,370,110010095031,1615,211,1404,591683.143514,4909.03375714,1615,211,1404,591683.12013,0.99999996,false,6,5,Ward 5,22893.4048565,26910761.219,591683,1,1615,1404,211,0.13065015,591683.149707469,4909.03375653206
,339,306,298,-1,0,371,110010095032,983,127,856,520598.766879,3454.54790148,835,108,727,442167.441327,0.849344,false,6,5,Ward 5,22893.4048565,26910761.219,442162,1,835,727,108,0.12934132,442161.497689477,3454.52653254679
,340,307,299,-1,0,372,110010095033,665,103,562,201488.740024,940.39565272,102,16,86,30797.9681108,0.15285206,false,6,5,Ward 5,22893.4048565,26910761.219,30798,1,102,86,16,0.15686275,30797.967530125,940.395535653234
,341,308,300,-1,0,373,110010095041,1706,534,1172,427077.998371,1682.11575369,200,63,137,50093.4400715,0.11729342,false,6,5,Ward 5,22893.4048565,26910761.219,50093.3984375,1,200,137,63,0.315,50093.4432722734,1682.11567917151
,342,309,301,-1,0,374,110010095042,1331,212,1119,554986.735766,2982.84720469,998,159,839,416260.698535,0.7500372,false,6,5,Ward 5,22893.4048565,26910761.219,416261,1,998,839,159,0.15931864,416260.662287266,2982.84640059762
,343,310,302,-1,0,375,110010095051,957,389,568,171837.842546,1000.72424828,136,55,81,24452.9448854,0.14230244,false,8,4,Ward 4,25130.9943982,23314921.9682,24452.90039063,1,136,81,55,0.40441176,24452.9523120078,1000.72433541084
,344,311,303,-1,0,376,110010095052,737,38,699,444023.012303,5009.27106843,715,37,678,430787.856141,0.97019263,false,8,4,Ward 4,25130.9943982,23314921.9682,430788,1,715,678,37,0.05174825,430787.860167711,5009.27107822203
,345,312,304,-1,0,377,110010095053,992,284,708,337668.900692,2432.48942237,139,40,99,47346.1417646,0.14021469,false,8,4,Ward 4,25130.9943982,23314921.9682,47346.1015625,1,139,99,40,0.28776979,47346.1400695312,2432.4893610738
,346,313,305,-1,0,378,110010095071,1631,363,1268,275451.395692,1168.41057084,256,57,199,43289.4120768,0.15715808,false,8,4,Ward 4,25130.9943982,23314921.9682,43284.5,1,256,199,57,0.22265625,43284.5348436797,1168.36075020919
,347,314,306,-1,0,379,110010095081,941,272,669,338024.025087,4312.82495456,264,76,188,94804.9284131,0.28046802,false,6,5,Ward 5,22893.4048565,26910761.219,94802.6015625,1,264,188,76,0.28787878,94802.5539299766,4312.73392833642
,348,315,307,-1,0,380,110010095082,1257,139,1118,249797.21357,1532.35569252,739,82,657,146832.253717,0.58780581,false,6,5,Ward 5,22893.4048565,26910761.219,146828,1,739,657,82,0.11096076,146827.906048672,1532.34617650519
